id_site;id_client;libelle;type_site;adresse;code_postal;ville;code_insee;region;latitude;longitude;surface_m2;date_ouverture;date_fermeture;actif
SIT-00852;CLI-00691;Agence Poitiers;Agence;91 boulevard Victor Hugo;86000;Poitiers;86194;Nouvelle-Aquitaine;46.5309;0.3568;92;2022-07-11;;oui
SIT-00853;CLI-00691;Agence Nancy;Agence;17 avenue de la Gare;54000;Nancy;54395;Grand Est;48.7149;6.1485;1521;2020-12-27;;oui
SIT-00854;CLI-00692;Siège Nanterre;Siège;10 rue de l’Industrie;92000;Nanterre;92050;Île-de-France;48.9358;2.2337;350;2017-04-27;;oui
SIT-00855;CLI-00692;Point de vente Nantes;Point de vente;35 rue du Commerce;44000;Nantes;44109;Pays de la Loire;47.1856;-1.5176;857;2025-05-20;;oui
SIT-00856;CLI-00695;Siège Poitiers;Siège;63 boulevard Victor Hugo;86000;Poitiers;86194;Nouvelle-Aquitaine;46.5415;0.3692;631;2024-05-14;;oui
SIT-00857;CLI-00697;Siège Toulon;Siège;103 rue de la République;83000;Toulon;83137;Provence-Alpes-Côte d’Azur;43.1041;5.9642;2210;2025-03-20;2029-05-04;non
SIT-00858;CLI-00697;Point de vente Saint-Denis;Point de vente;152 avenue du Général Leclerc;93200;Saint-Denis;93066;Île-de-France;48.9063;2.3426;593;2019-03-25;;oui
SIT-00859;CLI-00698;Siège Tarbes;Siège;105 avenue du Général Leclerc;65000;Tarbes;65440;Occitanie;43.2034;0.0493;960;2016-11-07;;oui
SIT-00860;CLI-00698;Point de vente Calais;Point de vente;149 place du Marché;62100;Calais;62193;Hauts-de-France;50.9691;1.9025;218;2021-08-21;;oui
SIT-00861;CLI-00699;Siège Sète;Siège;121 chemin des Vignes;34200;Sète;34301;Occitanie;43.4456;3.7331;1204;2020-09-21;;oui
SIT-00862;CLI-00699;Entrepôt Béziers;Entrepôt;19 rue Pasteur;34500;Béziers;34032;Occitanie;43.302;3.1756;966;2025-02-10;;oui
SIT-00863;CLI-00699;Point de vente Boulogne-Billancourt;Point de vente;57 rue des Acacias;92100;Boulogne-Billancourt;92012;Île-de-France;48.8425;2.2223;1259;2023-10-08;;oui
SIT-00864;CLI-00700;Siège Arles;Siège;178 chemin des Vignes;13200;Arles;13004;Provence-Alpes-Côte d’Azur;43.7148;4.6265;782;2025-11-06;;oui
SIT-00865;CLI-00700;Entrepôt Rouen;Entrepôt;155 rue de la République;76000;Rouen;76540;Normandie;49.4682;1.0685;492;2017-02-08;;oui
SIT-00866;CLI-00701;Siège La Rochelle;Siège;120 rue Pasteur;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1549;-1.1118;40;2023-06-04;;oui
SIT-00867;CLI-00702;Siège ChÂTeauroux;Siège;87 avenue du Général Leclerc;36000;ChÂTeauroux;36044;Centre-Val de Loire;46.8222;1.6889;1567;2023-09-13;;oui
SIT-00868;CLI-00703;Siège Auxerre;Siège;80 rue de l’Industrie;89000;Auxerre;89024;Bourgogne-Franche-Comté;47.76;3.5421;581;2020-07-25;;oui
SIT-00869;CLI-00704;Siège Évry-Courcouronnes;Siège;57 boulevard Victor Hugo;91000;Évry-Courcouronnes;91228;Île-de-France;48.6399;2.4852;318;2021-06-20;;oui
SIT-00870;CLI-00704;Usine Valence;Usine;74 avenue Jean Jaurès;26000;Valence;26362;Auvergne-Rhône-Alpes;44.9694;4.8768;102;2022-12-04;;oui
SIT-00871;CLI-00705;Siège Niort;Siège;10 rue Pasteur;79000;Niort;79191;Nouvelle-Aquitaine;46.2966;-0.4857;978;2023-08-10;;oui
SIT-00872;CLI-00705;Usine Laval;Usine;170 rue du Commerce;53000;Laval;53130;Pays de la Loire;48.0526;-0.7605;1316;2025-11-19;;oui
SIT-00873;CLI-00705;Point de vente Angoulême;Point de vente;97 avenue du Général Leclerc;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6879;0.1669;479;2026-03-14;;oui
SIT-00874;CLI-00705;Agence La Rochelle;Agence;14 rue du Commerce;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1269;-1.161;857;2023-04-09;;oui
SIT-00875;CLI-00706;Siège Bourges;Siège;123 place du Marché;18000;Bourges;18033;Centre-Val de Loire;47.0462;2.4402;1151;2019-09-11;;oui
SIT-00876;CLI-00706;Agence Nevers;Agence;103 impasse des Lilas;58000;Nevers;58194;Bourgogne-Franche-Comté;46.946;3.1482;40;2022-08-17;;oui
SIT-00877;CLI-00706;Entrepôt Créteil;Entrepôt;74 rue du Commerce;94000;Créteil;94028;Île-de-France;48.8223;2.4142;531;2022-05-03;;oui
SIT-00878;CLI-00707;Siège Lorient;Siège;127 impasse des Lilas;56100;Lorient;56121;Bretagne;47.7538;-3.3648;1448;2019-09-02;;oui
SIT-00879;CLI-00707;Entrepôt Belfort;Entrepôt;136 quai des Docks;90000;Belfort;90010;Bourgogne-Franche-Comté;47.6148;6.9078;586;2017-04-05;;oui
SIT-00880;CLI-00710;Siège Beauvais;Siège;159 rue de l’Industrie;60000;Beauvais;60057;Hauts-de-France;49.4108;2.0392;665;2020-06-08;;oui
SIT-00881;CLI-00710;Agence Le Havre;Agence;129 boulevard Victor Hugo;76600;Le Havre;76351;Normandie;;;40;2024-01-03;;oui
SIT-00882;CLI-00711;Siège Nanterre;Siège;5 route de Bordeaux;92000;Nanterre;92050;Île-de-France;48.853;2.2082;40;2024-10-16;;oui
SIT-00883;CLI-00712;Siège Quimper;Siège;110 rue de la République;29000;Quimper;29232;Bretagne;48.0158;-4.1347;510;2016-08-21;;oui
SIT-00884;CLI-00712;Usine Poitiers;Usine;72 route de Bordeaux;86000;Poitiers;86194;Nouvelle-Aquitaine;46.5492;0.2989;430;2016-05-12;;oui
SIT-00885;CLI-00713;Siège Saint-Denis;Siège;100 avenue du Général Leclerc;93200;Saint-Denis;93066;Île-de-France;48.9269;2.3793;596;2025-09-28;;oui
SIT-00886;CLI-00713;Entrepôt Quimper;Entrepôt;167 chemin des Vignes;29000;Quimper;29232;Bretagne;48.0314;-4.0751;42;2020-07-27;;oui
SIT-00887;CLI-00715;Siège Lyon;Siège;27 rue de l’Industrie;69001;Lyon;69123;Auvergne-Rhône-Alpes;45.7487;4.8401;734;2019-10-18;;oui
SIT-00888;CLI-00715;Point de vente Béziers;Point de vente;112 avenue Jean Jaurès;34500;Béziers;34032;Occitanie;43.3237;3.2124;398;2023-05-04;;oui
SIT-00889;CLI-00716;Siège AGEN;Siège;68 quai des Docks;47000;AGEN;47001;Nouvelle-Aquitaine;44.1751;0.5735;928;2019-11-03;2023-08-24;non
SIT-00890;CLI-00717;Siège La Roche-sur-Yon;Siège;12 route de Bordeaux;85000;La Roche-sur-Yon;85191;Pays de la Loire;46.6692;-1.4319;1200;2018-07-09;;oui
SIT-00891;CLI-00717;Entrepôt Niort;Entrepôt;71 rue des Acacias;79000;Niort;79191;Nouvelle-Aquitaine;46.3093;-0.4704;2370;2026-04-25;;oui
SIT-00892;CLI-00718;Siège Mulhouse;Siège;56 rue des Acacias;68100;Mulhouse;68224;Grand Est;47.7637;7.3277;2093;2025-04-18;;oui
SIT-00893;CLI-00721;Siège Strasbourg;Siège;133 rue des Acacias;67000;Strasbourg;67482;Grand Est;48.5755;7.7668;708;2019-05-29;;oui
SIT-00894;CLI-00721;Agence Grenoble;Agence;131 rue des Acacias;38000;Grenoble;38185;Auvergne-Rhône-Alpes;45.2277;5.7635;1364;2022-09-09;;oui
SIT-00895;CLI-00721;Usine Nanterre;Usine;10 avenue de la Gare;92000;Nanterre;92050;Île-de-France;48.8757;2.1796;927;2025-07-10;;oui
SIT-00896;CLI-00722;Siège Tarbes;Siège;122 allée des Peupliers;65000;Tarbes;65440;Occitanie;43.206;0.0475;395;2023-12-26;2027-04-07;non
SIT-00897;CLI-00723;Siège Cherbourg-en-Cotentin;Siège;130 avenue de la Gare;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6841;-1.592;40;2020-12-16;;oui
SIT-00898;CLI-00724;Siège Troyes;Siège;2 boulevard Victor Hugo;10000;Troyes;10387;Grand Est;48.3102;4.0564;1183;2021-01-18;;oui
SIT-00899;CLI-00724;Usine Niort;Usine;134 place du Marché;79000;Niort;79191;Nouvelle-Aquitaine;46.3398;-0.4898;853;2020-10-10;;oui
SIT-00900;CLI-00724;Usine Agen;Usine;136 place du Marché;47000;Agen;47001;Nouvelle-Aquitaine;44.2083;0.5864;1024;2019-03-30;;oui
SIT-00901;CLI-00725;Siège La Roche-sur-Yon;Siège;25 route de Bordeaux;85000;La Roche-sur-Yon;85191;Pays de la Loire;46.6874;-1.4512;1677;2023-09-06;2025-12-10;non
SIT-00902;CLI-00726;Siège Bourg-en-Bresse;Siège;24 route de Bordeaux;01000;Bourg-en-Bresse;01053;Auvergne-Rhône-Alpes;46.2327;5.2129;2490;2021-04-13;;oui
SIT-00903;CLI-00727;Siège Créteil;Siège;163 rue de l’Industrie;94000;Créteil;94028;Île-de-France;48.7642;2.5067;2082;2017-03-02;;oui
SIT-00904;CLI-00728;Siège Poitiers;Siège;34 rue du Commerce;86000;Poitiers;86194;Nouvelle-Aquitaine;46.6133;0.3875;1069;2017-10-30;;oui
SIT-00905;CLI-00728;Entrepôt Paris;Entrepôt;95 allée des Peupliers;75001;Paris;75056;Île-de-France;48.9044;2.3496;1343;2019-04-12;;oui
SIT-00906;CLI-00729;Siège chambéry;Siège;140 avenue de la Gare;73000;chambéry;73065;Auvergne-Rhône-Alpes;45.5453;5.9028;40;2019-06-23;;oui
SIT-00907;CLI-00730;Siège Meaux;Siège;41 allée des Peupliers;77100;Meaux;77284;Île-de-France;49.0046;2.8533;208;2017-06-29;;oui
SIT-00908;CLI-00731;Siège Chambéry;Siège;67 avenue de la Gare;73000;Chambéry;73065;Auvergne-Rhône-Alpes;45.5292;5.8931;906;2018-01-18;;oui
SIT-00909;CLI-00731;Entrepôt Paris;Entrepôt;9 place du Marché;75001;Paris;75056;Île-de-France;48.8843;2.3356;45;2024-10-07;;oui
SIT-00910;CLI-00733;Siège Rennes;Siège;27 rue Pasteur;35000;Rennes;35238;Bretagne;48.1263;-1.7125;1795;2020-07-31;;oui
SIT-00911;CLI-00733;Entrepôt Salon-de-Provence;Entrepôt;71 impasse des Lilas;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.6205;5.1438;1152;2025-08-19;;oui
SIT-00912;CLI-00733;Entrepôt Brest;Entrepôt;56 rue du Commerce;29200;Brest;29019;Bretagne;48.4233;-4.5112;519;2025-11-15;;oui
SIT-00913;CLI-00733;Point de vente Besançon;Point de vente;129 quai des Docks;25000;Besançon;25056;Bourgogne-Franche-Comté;47.2597;5.9727;520;2025-07-12;;oui
SIT-00914;CLI-00738;Siège Montpellier;Siège;179 rue Pasteur;34000;Montpellier;34172;Occitanie;43.6263;3.9187;417;2022-06-24;;oui
SIT-00915;CLI-00738;Usine Cergy;Usine;6 rue des Acacias;95000;Cergy;95127;Île-de-France;48.997;2.0332;40;2018-04-07;;oui
SIT-00916;CLI-00740;Siège Quimper;Siège;56 boulevard Victor Hugo;29000;Quimper;29232;Bretagne;48.0051;-4.0927;40;2022-12-13;;oui
SIT-00917;CLI-00743;Siège Chambéry;Siège;157 route de Bordeaux;73000;Chambéry;73065;Auvergne-Rhône-Alpes;45.5598;5.9165;1182;2024-05-28;;oui
SIT-00918;CLI-00744;Siège Strasbourg;Siège;90 avenue Jean Jaurès;67000;Strasbourg;67482;Grand Est;48.5225;7.7994;1684;2023-07-24;;oui
SIT-00919;CLI-00744;Usine Créteil;Usine;124 boulevard Victor Hugo;94000;Créteil;94028;Île-de-France;48.8165;2.4899;1073;2024-01-05;;oui
SIT-00920;CLI-00747;Siège Saint-Brieuc;Siège;140 quai des Docks;22000;Saint-Brieuc;22278;Bretagne;48.5294;-2.7708;2323;2022-11-09;;oui
SIT-00921;CLI-00747;Point de vente Meaux;Point de vente;151 place du Marché;77100;Meaux;77284;Île-de-France;48.9187;2.887;854;2018-09-01;;oui
SIT-00922;CLI-00748;Siège La Rochelle;Siège;95 rue de la République;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1791;-1.1818;1218;2024-10-21;;oui
SIT-00923;CLI-00750;Siège Besançon;Siège;58 rue des Acacias;25000;Besançon;25056;Bourgogne-Franche-Comté;47.2556;6.0684;1797;2021-05-01;2022-04-20;non
SIT-00924;CLI-00751;Siège Laval;Siège;114 rue Pasteur;53000;Laval;53130;Pays de la Loire;;;40;2025-07-12;;oui
SIT-00925;CLI-00752;Siège Nevers;Siège;164 avenue Jean Jaurès;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9602;3.1608;323;2017-10-14;2019-02-03;non
SIT-00926;CLI-00753;Siège Bordeaux;Siège;99 rue Pasteur;33000;Bordeaux;33063;Nouvelle-Aquitaine;44.8286;-0.5883;40;2021-06-04;;oui
SIT-00927;CLI-00754;Siège Villeurbanne;Siège;93 impasse des Lilas;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.8085;4.891;40;2021-12-05;;oui
SIT-00928;CLI-00755;Siège Rouen;Siège;107 avenue du Général Leclerc;76000;Rouen;76540;Normandie;49.4196;1.106;2527;2022-07-01;;oui
SIT-00929;CLI-00756;Siège Metz;Siège;153 place du Marché;57000;Metz;57463;Grand Est;49.1237;6.1372;1731;2023-07-24;;oui
SIT-00930;CLI-00757;Siège Bourges;Siège;40 rue de la République;18000;Bourges;18033;Centre-Val de Loire;47.0477;2.38;40;2017-07-13;;oui
SIT-00931;CLI-00758;Siège Saint-Étienne;Siège;159 rue de l’Industrie;42000;Saint-Étienne;42218;Auvergne-Rhône-Alpes;45.446;4.4148;40;2018-09-17;;oui
SIT-00932;CLI-00759;Siège Angoulême;Siège;25 rue Pasteur;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6288;0.1115;1755;2022-09-15;;oui
SIT-00933;CLI-00761;Siège Vannes;Siège;56 rue du Commerce;56000;Vannes;56260;Bretagne;47.6527;-2.7801;1525;2022-08-03;;oui
SIT-00934;CLI-00762;Siège Issy-les-Moulineaux;Siège;104 place du Marché;92130;Issy-les-Moulineaux;92040;Île-de-France;48.7874;2.2884;42;2026-02-16;;oui
SIT-00935;CLI-00763;Siège nice;Siège;172 boulevard Victor Hugo;06000;nice;06088;Provence-Alpes-Côte d’Azur;43.6822;7.2885;1542;2021-08-29;2024-01-02;non
SIT-00936;CLI-00763;Agence Brest;Agence;95 rue de la République;29200;Brest;29019;Bretagne;48.4122;-4.4594;2061;2018-07-30;;oui
SIT-00937;CLI-00765;Siège Nevers;Siège;170 quai des Docks;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9881;3.132;1460;2018-02-03;;oui
SIT-00938;CLI-00767;Siège Évry-Courcouronnes;Siège;133 rue Pasteur;91000;Évry-Courcouronnes;91228;Île-de-France;48.6516;2.4083;451;2024-10-15;;oui
SIT-00939;CLI-00768;Siège Antibes;Siège;98 rue du Commerce;06600;Antibes;06004;Provence-Alpes-Côte d’Azur;43.5633;7.1631;1479;2016-08-26;;oui
SIT-00940;CLI-00768;Usine Tours;Usine;97 rue des Acacias;37000;Tours;37261;Centre-Val de Loire;47.4277;0.7308;340;2021-08-01;;oui
SIT-00941;CLI-00769;Siège Créteil;Siège;32 rue du Commerce;94000;Créteil;94028;Île-de-France;48.7408;2.5053;152;2017-07-20;2019-02-07;non
SIT-00942;CLI-00770;Siège Valence;Siège;163 avenue du Général Leclerc;26000;Valence;26362;Auvergne-Rhône-Alpes;44.9751;4.8723;1233;2016-09-06;;oui
SIT-00943;CLI-00770;Agence Roubaix;Agence;78 route de Bordeaux;59100;Roubaix;59512;Hauts-de-France;50.6649;3.1755;626;2025-05-20;;oui
SIT-00944;CLI-00772;Siège Colmar;Siège;150 chemin des Vignes;68000;Colmar;68066;Grand Est;48.0934;7.3999;1580;2018-01-03;;oui
SIT-00945;CLI-00772;Usine Villeurbanne;Usine;5 place du Marché;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.7226;4.863;1287;2017-09-15;;oui
SIT-00946;CLI-00773;Siège Paris;Siège;47 place du Marché;75001;Paris;75056;Île-de-France;48.8499;2.3834;40;2023-04-01;;oui
SIT-00947;CLI-00774;Siège Cholet;Siège;61 chemin des Vignes;49300;Cholet;49099;Pays de la Loire;47.0577;-0.902;1295;2026-03-22;;oui
SIT-00948;CLI-00775;Siège Annecy;Siège;129 impasse des Lilas;79000;Annecy;74010;Auvergne-Rhône-Alpes;45.8589;6.1721;690;2024-08-31;;oui
SIT-00949;CLI-00776;Siège LA ROCHELLE;Siège;19 rue des Acacias;17000;LA ROCHELLE;17300;Nouvelle-Aquitaine;46.1745;-1.127;735;2022-04-03;;oui
SIT-00950;CLI-00777;Siège La Rochelle;Siège;56 avenue du Général Leclerc;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1987;-1.1679;989;2024-04-27;;oui
SIT-00951;CLI-00778;Siège Saint-Nazaire;Siège;94 rue des Acacias;44600;Saint-Nazaire;44184;Pays de la Loire;47.2341;-2.1788;336;2020-06-03;;oui
SIT-00952;CLI-00778;Entrepôt Saint-Brieuc;Entrepôt;66 chemin des Vignes;22000;Saint-Brieuc;22278;Bretagne;48.4928;-2.7892;1731;2022-09-11;;oui
SIT-00953;CLI-00778;Usine Rennes;Usine;173 quai des Docks;35000;Rennes;35238;Bretagne;48.1272;-1.7019;511;2016-06-30;;oui
SIT-00954;CLI-00779;Siège Évreux;Siège;65 impasse des Lilas;27000;Évreux;27229;Normandie;49.0363;1.1119;130;2024-07-29;;oui
SIT-00955;CLI-00781;Siège Charleville-Mézières;Siège;110 allée des Peupliers;08000;Charleville-Mézières;08105;Grand Est;49.8018;4.6806;40;2016-11-05;2018-06-25;non
SIT-00956;CLI-00782;Siège Reims;Siège;41 rue du Commerce;51100;Reims;51454;Grand Est;49.2956;4.0196;1268;2021-11-02;;oui
SIT-00957;CLI-00782;Entrepôt Clermont-Ferrand;Entrepôt;163 impasse des Lilas;63000;Clermont-Ferrand;63113;Auvergne-Rhône-Alpes;45.8216;3.0749;652;2022-06-20;;oui
SIT-00958;CLI-00784;Siège Toulouse;Siège;142 boulevard Victor Hugo;31000;Toulouse;31555;Occitanie;43.6008;1.4704;859;2021-08-19;;oui
SIT-00959;CLI-00785;Siège Saint-Nazaire;Siège;156 allée des Peupliers;44600;Saint-Nazaire;44184;Pays de la Loire;47.2701;-2.1847;890;2023-08-27;2023-05-12;non
SIT-00960;CLI-00785;Agence Albi;Agence;167 rue de la République;81000;Albi;81004;Occitanie;43.9583;2.1695;1765;2021-07-22;;oui
SIT-00961;CLI-00785;Point de vente Annecy;Point de vente;77 avenue du Général Leclerc;74000;Annecy;74010;Auvergne-Rhône-Alpes;45.8575;6.1415;163;2025-11-07;;oui
SIT-00962;CLI-00785;Point de vente Roanne;Point de vente;106 rue de l’Industrie;42300;Roanne;42187;Auvergne-Rhône-Alpes;46.0597;4.0236;1119;2022-12-17;;oui
SIT-00963;CLI-00786;Siège Le Mans;Siège;32 rue des Acacias;72000;Le Mans;72181;Pays de la Loire;47.97;0.2497;263;2022-05-26;2027-03-12;non
SIT-00964;CLI-00786;Point de vente Nîmes;Point de vente;160 chemin des Vignes;30000;Nîmes;30189;Occitanie;43.7972;4.3341;40;2021-05-12;;oui
SIT-00965;CLI-00787;Siège Orléans;Siège;107 avenue du Général Leclerc;54000;Orléans;45234;Centre-Val de Loire;47.9005;1.8925;40;2017-10-15;;oui
SIT-00966;CLI-00787;Point de vente Nanterre;Point de vente;145 avenue Jean Jaurès;92000;Nanterre;92050;Île-de-France;48.847;2.2427;932;2021-07-22;;oui
SIT-00967;CLI-00788;Siège Rennes;Siège;70 rue de l’Industrie;35000;Rennes;35238;Bretagne;48.1333;-1.691;1717;2020-10-09;;oui
SIT-00968;CLI-00789;Siège Béziers;Siège;28 boulevard Victor Hugo;34500;Béziers;34032;Occitanie;43.2945;3.1705;2118;2022-03-14;;oui
SIT-00969;CLI-00789;Point de vente Lille;Point de vente;21 chemin des Vignes;59000;Lille;59350;Hauts-de-France;50.6016;3.0129;266;2019-10-10;;oui
SIT-00970;CLI-00790;Siège Saint-Denis;Siège;105 avenue Jean Jaurès;93200;Saint-Denis;93066;Île-de-France;48.9012;2.345;1332;2022-05-09;;oui
SIT-00971;CLI-00791;Siège Montpellier;Siège;129 quai des Docks;34000;Montpellier;34172;Occitanie;43.5762;3.8637;2051;2016-05-16;;oui
SIT-00972;CLI-00793;Siège Montpellier;Siège;18 rue de la République;34000;Montpellier;34172;Occitanie;43.611;3.9272;1432;2023-02-26;;oui
SIT-00973;CLI-00793;Agence Bordeaux;Agence;117 route de Bordeaux;33000;Bordeaux;33063;Nouvelle-Aquitaine;44.8213;-0.5559;40;2025-07-16;;oui
SIT-00974;CLI-00793;Point de vente Nancy;Point de vente;57 place du Marché;54000;Nancy;54395;Grand Est;48.6952;6.1386;40;2020-09-29;;oui
SIT-00975;CLI-00794;Siège Antibes;Siège;62 rue du Commerce;06600;Antibes;06004;Provence-Alpes-Côte d’Azur;43.5624;7.1216;978;2021-02-11;;oui
SIT-00976;CLI-00794;Usine Marseille;Usine;147 rue de l’Industrie;13001;Marseille;13055;Provence-Alpes-Côte d’Azur;43.3374;5.3484;1307;2023-02-27;;oui
SIT-00977;CLI-00795;Siège La Roche-sur-Yon;Siège;61 avenue du Général Leclerc;85000;La Roche-sur-Yon;85191;Pays de la Loire;46.6424;-1.4342;1547;2016-07-31;2019-11-10;non
SIT-00978;CLI-00795;Usine Vannes;Usine;91 rue Pasteur;56000;Vannes;56260;Bretagne;47.6589;-2.7709;544;2017-01-21;;oui
SIT-00979;CLI-00795;Agence Nancy;Agence;18 avenue Jean Jaurès;54000;Nancy;54395;Grand Est;48.6759;6.1955;40;2017-03-18;;oui
SIT-00980;CLI-00795;Usine Rodez;Usine;78 chemin des Vignes;12000;Rodez;12202;Occitanie;44.3966;2.6199;342;2016-12-31;;oui
SIT-00981;CLI-00796;Siège Caen;Siège;75 rue Pasteur;14000;Caen;14118;Normandie;49.1385;-0.3326;197;2020-02-29;;oui
SIT-00982;CLI-00799;Siège Blois;Siège;98 chemin des Vignes;41000;Blois;41018;Centre-Val de Loire;47.5461;1.3167;2547;2021-08-19;;oui
SIT-00983;CLI-00799;Point de vente Lyon;Point de vente;56 rue du Commerce;69001;Lyon;69123;Auvergne-Rhône-Alpes;45.7991;4.8436;40;2017-07-26;;oui
SIT-00984;CLI-00800;Siège Nîmes;Siège;69 rue de l’Industrie;30000;Nîmes;30189;Occitanie;43.831;4.3205;40;2017-07-06;;oui
SIT-00985;CLI-00801;Siège Laval;Siège;174 avenue Jean Jaurès;53000;Laval;53130;Pays de la Loire;48.0502;-0.7646;1019;2018-01-20;;oui
SIT-00986;CLI-00804;Siège Grasse;Siège;108 rue Pasteur;06130;Grasse;06069;Provence-Alpes-Côte d’Azur;43.6164;6.9042;40;2018-04-23;2021-06-18;non
SIT-00987;CLI-00804;Agence Bastia;Agence;148 allée des Peupliers;20200;Bastia;2B033;Corse;42.6996;9.4678;40;2023-07-31;;oui
SIT-00988;CLI-00805;Siège Troyes;Siège;5 avenue de la Gare;10000;Troyes;10387;Grand Est;48.2903;4.098;248;2017-01-24;2018-06-19;non
SIT-00989;CLI-00805;Usine La Rochelle;Usine;126 quai des Docks;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1856;-1.1379;1687;2019-06-01;;oui
SIT-00990;CLI-00806;Siège Bourges;Siège;54 chemin des Vignes;18000;Bourges;18033;Centre-Val de Loire;47.1249;2.4249;1975;2021-10-03;;oui
SIT-00991;CLI-00807;Siège Limoges;Siège;96 avenue de la Gare;87000;Limoges;87085;Nouvelle-Aquitaine;45.7882;1.2294;1987;2019-02-20;;oui
SIT-00992;CLI-00808;Siège Argenteuil;Siège;170 rue du Commerce;95100;Argenteuil;95018;Île-de-France;48.9815;2.2653;720;2026-05-11;;oui
SIT-00993;CLI-00810;Siège Salon-de-Provence;Siège;99 rue Pasteur;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.6824;5.0822;40;2023-02-15;;oui
SIT-00994;CLI-00810;Usine Narbonne;Usine;164 impasse des Lilas;11100;Narbonne;11262;Occitanie;43.1589;2.9748;809;2025-09-09;;oui
SIT-00995;CLI-00810;Usine Salon-de-Provence;Usine;173 chemin des Vignes;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.5946;5.1356;1507;2025-01-22;;oui
SIT-00996;CLI-00810;Agence Nancy;Agence;38 impasse des Lilas;54000;Nancy;54395;Grand Est;48.7112;6.1668;40;2021-05-17;;oui
SIT-00997;CLI-00811;Siège Roubaix;Siège;125 allée des Peupliers;59100;Roubaix;59512;Hauts-de-France;50.6806;3.1998;40;2016-12-25;;oui
SIT-00998;CLI-00812;Siège Saint-Nazaire;Siège;60 impasse des Lilas;44600;Saint-Nazaire;44184;Pays de la Loire;47.2751;-2.252;767;2019-04-09;;oui
SIT-00999;CLI-00812;Point de vente Fréjus;Point de vente;33 rue des Acacias;83600;Fréjus;83061;Provence-Alpes-Côte d’Azur;43.38;6.7665;741;2017-05-09;;oui
SIT-01000;CLI-00813;Siège La Rochelle;Siège;177 impasse des Lilas;17000;La Rochelle;17300;Nouvelle-Aquitaine;46.1159;-1.1055;1471;2018-04-20;;oui
SIT-01001;CLI-00814;Siège Cholet;Siège;156 chemin des Vignes;49300;Cholet;49099;Pays de la Loire;47.0999;-0.862;1330;2017-06-30;;oui
SIT-01002;CLI-00814;Usine Montauban;Usine;23 rue de la République;82000;Montauban;82121;Occitanie;43.9902;1.393;40;2021-01-11;;oui
SIT-01003;CLI-00815;Siège Sète;Siège;109 route de Bordeaux;34200;Sète;34301;Occitanie;43.4431;3.6838;1928;2017-10-26;;oui
SIT-01004;CLI-00817;Siège Saint-Denis;Siège;47 avenue de la Gare;93200;Saint-Denis;93066;Île-de-France;48.9149;2.3151;166;2020-08-23;;oui
SIT-01005;CLI-00820;Siège Nevers;Siège;127 boulevard Victor Hugo;58000;Nevers;58194;Bourgogne-Franche-Comté;46.9847;3.1348;679;2025-08-05;;oui
SIT-01006;CLI-00821;Siège Lille;Siège;177 chemin des Vignes;59000;Lille;59350;Hauts-de-France;50.6239;3.0825;403;2021-12-06;;oui
SIT-01007;CLI-00822;Siège Laval;Siège;94 boulevard Victor Hugo;53000;Laval;53130;Pays de la Loire;48.0977;-0.7267;1404;2025-10-01;;oui
SIT-01008;CLI-00823;Siège Saint-Malo;Siège;9 boulevard Victor Hugo;35400;Saint-Malo;35288;Bretagne;48.6266;-2.0791;812;2017-11-26;;oui
SIT-01009;CLI-00824;Siège marseille;Siège;172 impasse des Lilas;13001;marseille;13055;Provence-Alpes-Côte d’Azur;43.2606;5.3693;736;2017-10-02;;oui
SIT-01010;CLI-00824;Entrepôt Lyon;Entrepôt;108 rue de la République;69001;Lyon;69123;Auvergne-Rhône-Alpes;45.7569;4.8545;793;2019-10-27;;oui
SIT-01011;CLI-00825;Siège Bastia;Siège;26 rue Pasteur;20200;Bastia;2B033;Corse;42.6518;9.423;1710;2019-09-19;;oui
SIT-01012;CLI-00826;Siège Créteil;Siège;109 avenue du Général Leclerc;94000;Créteil;94028;Île-de-France;48.7424;2.4594;612;2023-05-22;;oui
SIT-01013;CLI-00826;Agence Amiens;Agence;30 avenue du Général Leclerc;80000;Amiens;80021;Hauts-de-France;49.8937;2.2672;833;2024-04-10;;oui
SIT-01014;CLI-00827;Siège Tarbes;Siège;78 rue Pasteur;65000;Tarbes;65440;Occitanie;43.2077;0.0243;1983;2017-10-19;;oui
SIT-01015;CLI-00828;Siège Béziers;Siège;83 rue de la République;34500;Béziers;34032;Occitanie;43.3036;3.2102;1012;2022-11-28;;oui
