id_ticket;id_client;id_contact;canal;categorie;priorite;date_ouverture;date_cloture;delai_resolution_h;satisfaction;agent
TIC-000569;CLI-00773;CTC-000202;Formulaire web;Produit défectueux;basse;2025-07-16;2025-07-16;1;5;Fanny Clément
TIC-000570;CLI-01545;;Formulaire web;Réclamation;normale;2026-04-13;;;;Jérôme Blanc
TIC-000571;CLI-01221;CTC-004594;Courriel;Demande d’information;normale;2023-12-15;2023-12-16;43;4;Camille Bertrand
TIC-000572;CLI-02469;CTC-003201;Agence;Réclamation;normale;2025-12-15;2025-12-17;63;5;Virginie Henry
TIC-000573;CLI-01556;CTC-000857;Téléphone;Livraison;normale;2025-01-17;;;;Thomas Morel
TIC-000574;CLI-01293;;Courriel;Produit défectueux;haute;2024-02-15;2024-02-15;12;3;Sébastien Mercier
TIC-000575;CLI-02414;CTC-000808;Formulaire web;Facturation;normale;2025-02-05;2025-02-05;1;3;Nathalie Michel
TIC-000576;CLI-01873;CTC-006658;Agence;Facturation;normale;2024-01-20;2024-01-21;44;5;Vincent Richard
TIC-000577;CLI-00962;CTC-007452;Courriel;Produit défectueux;normale;2024-10-27;2024-10-27;1;4;Franck Lefebvre
TIC-000578;CLI-00040;;Téléphone;Retour;normale;2023-10-08;2023-10-09;45;1;Alexandre Chevalier
TIC-000579;CLI-01077;;Courriel;Livraison;haute;2023-11-21;2023-11-23;50;1;Franck Lefebvre
TIC-000580;CLI-02271;CTC-000021;Téléphone;Facturation;normale;2026-03-15;2026-03-17;51;3;Pauline Durand
TIC-000581;CLI-00786;CTC-003760;Formulaire web;Livraison;normale;2024-06-28;2024-06-28;3;2;Pauline Durand
TIC-000582;CLI-00822;CTC-004551;Courriel;Retour;normale;2024-11-15;2024-11-16;38;4;Alexandre Chevalier
TIC-000583;CLI-01054;;Téléphone;Retour;normale;2025-03-03;2025-03-04;43;5;Fanny Clément
TIC-000584;CLI-00357;CTC-003877;Courriel;Demande d’information;normale;2026-04-09;2026-04-11;69;3;Franck Lefebvre
TIC-000585;CLI-01201;;Courriel;Retour;normale;2026-06-21;2026-06-21;1;10;Franck Lefebvre
TIC-000586;CLI-01402;CTC-001991;Formulaire web;Demande d’information;basse;2025-02-20;2025-02-21;44;4;Manon Michel
TIC-000587;CLI-01076;CTC-006893;Courriel;Produit défectueux;haute;2025-07-22;2025-07-24;59;5;Manon Michel
TIC-000588;CLI-02142;;Courriel;Retour;normale;2026-04-20;2026-04-22;67;5;Nathalie Michel
TIC-000589;CLI-01977;;Téléphone;Réclamation;critique;2024-10-18;;;;Julie Dubois
TIC-000590;CLI-02200;CTC-002136;Agence;Réclamation;NORMALE;2024-10-30;2024-11-01;59;3;Alexandre Chevalier
TIC-000591;CLI-00220;CTC-004833;Courriel;Facturation;haute;2024-08-10;;;;Maxime Muller
TIC-000592;CLI-01525;CTC-003249;Téléphone;Produit défectueux;normale;2024-07-18;;;;Sébastien Mercier
TIC-000593;CLI-00034;;Téléphone;Retour;haute;2026-01-04;2026-01-04;1;4;Alexandre Chevalier
TIC-000594;CLI-00844;CTC-006253;Agence;Produit défectueux;basse;2025-04-01;2025-04-04;85;5;Camille Bertrand
TIC-000595;CLI-02414;CTC-001990;Formulaire web;Demande d’information;haute;2024-08-04;2024-08-04;21;3;Virginie Henry
TIC-000596;CLI-02074;CTC-006627;Courriel;Produit défectueux;normale;2026-07-02;;;;Alain Morel
TIC-000597;CLI-00751;CTC-005032;Courriel;Produit défectueux;basse;2025-11-24;2025-11-26;63;5;Sébastien Mercier
TIC-000598;CLI-01264;;Téléphone;Produit défectueux;normale;2026-04-16;2026-04-18;58;2;Thomas Morel
TIC-000599;CLI-02055;CTC-004758;Courriel;Demande d’information;normale;2025-04-13;2025-04-15;70;4;Pauline Durand
TIC-000600;CLI-01863;CTC-006231;Agence;Facturation;normale;2025-02-28;2025-03-03;87;5;Virginie Henry
TIC-000601;CLI-01033;CTC-001622;Agence;Livraison;basse;2024-01-14;;;;Virginie Henry
TIC-000602;CLI-02315;;Agence;Produit défectueux;haute;2024-01-20;2024-01-20;7;5;Alain Morel
TIC-000603;CLI-01391;;Agence;Facturation;normale;2025-10-16;2025-10-09;1;4;Nathalie Michel
TIC-000604;CLI-01957;;Formulaire web;Livraison;normale;2026-01-25;2026-01-29;101;4;Catherine Chevalier
TIC-000605;CLI-00584;CTC-003093;Téléphone;Produit défectueux;basse;2025-08-09;2025-08-09;10;5;Léa Durand
TIC-000606;CLI-01421;CTC-005269;Agence;Produit défectueux;basse;2024-02-18;2024-02-21;74;3;Catherine Chevalier
TIC-000607;CLI-00509;CTC-002952;Téléphone;Demande d’information;normale;2025-05-27;2025-05-29;61;3;Pauline Durand
TIC-000608;CLI-01773;CTC-006171;Agence;Demande d’information;basse;2024-08-28;2024-08-28;1;5;Virginie Henry
TIC-000609;CLI-02334;;Agence;Produit défectueux;haute;2026-06-30;2026-07-01;25;5;Franck Lefebvre
TIC-000610;CLI-00209;;Téléphone;Réclamation;normale;2025-09-27;2025-09-28;40;4;Catherine Dumont
TIC-000611;CLI-01330;;Courriel;Produit défectueux;basse;2024-11-19;2024-11-19;2;4;Nathalie Michel
TIC-000612;CLI-00368;CTC-000258;Agence;Demande d’information;critique;2023-11-23;;;;Thomas Morel
TIC-000613;CLI-01564;;Agence;Produit défectueux;normale;2026-02-22;2026-02-25;93;4;Nathalie Michel
TIC-000614;CLI-00208;;Courriel;Demande d’information;basse;2024-06-20;2024-06-21;24;3;Franck Lefebvre
TIC-000615;CLI-00601;;Agence;Demande d’information;haute;2024-02-09;2024-02-10;31;4;Thomas Morel
TIC-000616;CLI-02371;CTC-001857;Courriel;Facturation;normale;2024-05-22;2024-05-22;23;5;Sébastien Mercier
TIC-000617;CLI-00297;;Formulaire web;Retour;normale;2025-01-30;2025-01-30;15;4;Nathalie Michel
TIC-000618;CLI-02085;;Téléphone;Produit défectueux;normale;2026-05-29;2026-06-02;107;1;Alain Morel
TIC-000619;CLI-01565;CTC-005774;Formulaire web;Retour;basse;2026-06-27;2026-06-26;42;5;Franck Lefebvre
TIC-000620;CLI-01540;;Téléphone;Livraison;normale;2026-07-22;2026-07-24;56;1;Manon Michel
TIC-000621;CLI-01026;CTC-005099;Courriel;Retour;normale;2026-09-10;;;;Fanny Clément
TIC-000622;CLI-02087;;Courriel;Produit défectueux;basse;2025-06-13;;;;Léa Durand
TIC-000623;CLI-01386;;Téléphone;Produit défectueux;normale;2024-05-06;2024-05-07;25;3;Alexandre Chevalier
TIC-000624;CLI-00758;CTC-006830;Agence;Réclamation;normale;2026-06-25;2026-06-27;51;4;Virginie Henry
TIC-000625;CLI-00061;;Courriel;Facturation;haute;2026-07-21;2026-07-25;101;4;Julie Dubois
TIC-000626;CLI-01667;;Agence;Demande d’information;normale;2026-09-02;2026-09-03;34;5;Alexandre Chevalier
TIC-000627;CLI-00104;;Agence;Livraison;haute;2024-11-09;2024-11-09;4;2;Virginie Henry
TIC-000628;CLI-01776;CTC-007495;Formulaire web;Retour;normale;2025-01-17;2025-01-18;32;5;Manon Michel
TIC-000629;CLI-02176;CTC-004902;Téléphone;Retour;normale;2025-03-10;2025-03-10;1;4;Alain Morel
TIC-000630;CLI-01080;CTC-003499;Formulaire web;Retour;normale;2024-03-14;2024-03-17;89;2;Manon Michel
TIC-000631;CLI-00966;;Formulaire web;Facturation;basse;2023-12-28;2023-12-28;3;4;Alain Morel
TIC-000632;CLI-00639;CTC-005937;Courriel;Produit défectueux;haute;2025-11-17;2025-11-17;16;4;Franck Lefebvre
TIC-000633;CLI-01649;;Courriel;Facturation;basse;2024-03-27;;;;Alexandre Chevalier
TIC-000634;CLI-00536;CTC-005661;Téléphone;Facturation;normale;2024-11-30;2024-12-02;67;4;Maxime Muller
TIC-000635;CLI-00112;CTC-006966;Formulaire web;Produit défectueux;normale;2024-02-17;2024-02-18;46;5;Alain Morel
TIC-000636;CLI-01334;CTC-005309;Courriel;Demande d’information;basse;2025-08-13;2025-08-15;63;4;Manon Michel
TIC-000637;CLI-02156;;Courriel;Réclamation;basse;2024-06-04;2024-06-05;38;4;Catherine Chevalier
TIC-000638;CLI-02412;CTC-005556;Courriel;Livraison;normale;2025-08-30;2025-09-01;50;5;Catherine Chevalier
TIC-000639;CLI-00930;;Courriel;Réclamation;basse;2025-07-21;2025-07-24;80;3;Camille Bertrand
TIC-000640;CLI-01446;CTC-000967;Téléphone;Réclamation;normale;2024-03-03;2024-03-04;27;4;Thomas Morel
TIC-000641;CLI-01848;;Téléphone;Retour;normale;2024-06-18;2024-06-19;31;2;Camille Bertrand
TIC-000642;CLI-02281;CTC-002538;Formulaire web;Livraison;basse;2026-06-17;2026-06-17;1;5;Sébastien Mercier
TIC-000643;CLI-02232;;Formulaire web;Livraison;normale;2026-09-10;;;;Franck Lefebvre
TIC-000644;CLI-00426;;Formulaire web;Demande d’information;normale;2023-12-20;2023-12-20;1;3;Julie Dubois
TIC-000645;CLI-00301;;Téléphone;Livraison;normale;2025-01-01;2025-01-05;119;5;Catherine Dumont
TIC-000646;CLI-01994;CTC-007578;Agence;Produit défectueux;basse;2024-03-27;2024-03-28;38;5;Catherine Chevalier
TIC-000647;CLI-00568;CTC-006878;Formulaire web;Retour;critique;2023-11-20;;;;Manon Michel
TIC-000648;CLI-02096;CTC-002296;Agence;Livraison;normale;2026-08-13;2026-08-15;66;1;Manon Michel
TIC-000649;CLI-00458;;Téléphone;Facturation;basse;2023-11-23;2023-11-24;41;4;Franck Lefebvre
TIC-000650;CLI-02026;CTC-006662;Formulaire web;Réclamation;normale;2025-06-21;2025-06-24;72;5;Franck Lefebvre
TIC-000651;CLI-01152;;Courriel;Produit défectueux;haute;2023-12-05;2023-12-08;78;1;Catherine Chevalier
TIC-000652;CLI-00283;;Agence;Retour;normale;2023-10-23;2023-10-24;37;5;Alexandre Chevalier
TIC-000653;CLI-00663;CTC-001477;Courriel;Livraison;haute;2026-03-28;2026-03-29;28;5;Pauline Durand
TIC-000654;CLI-01070;CTC-006762;Téléphone;Livraison;normale;2023-10-01;2023-10-03;62;3;Sébastien Mercier
TIC-000655;CLI-02427;CTC-006506;Courriel;Réclamation;normale;2025-04-01;2025-04-01;16;5;Fanny Clément
TIC-000656;CLI-01253;CTC-004318;Téléphone;Retour;normale;2025-10-30;2025-10-30;14;5;Pauline Durand
TIC-000657;CLI-00118;CTC-003124;Agence;Produit défectueux;haute;2024-09-02;2024-09-03;33;2;Julie Dubois
TIC-000658;CLI-02064;CTC-000132;Agence;Retour;normale;2024-10-06;;;;Alain Morel
TIC-000659;CLI-02165;CTC-006227;Téléphone;Facturation;haute;2024-11-04;2024-11-05;46;5;Virginie Henry
TIC-000660;CLI-01371;CTC-002556;Agence;Facturation;normale;2025-04-10;2025-04-11;35;3;Alain Morel
TIC-000661;CLI-01800;CTC-002545;Courriel;Produit défectueux;haute;2023-12-04;2023-12-04;1;2;Camille Bertrand
TIC-000662;CLI-02464;CTC-002631;Formulaire web;Facturation;normale;2024-10-31;2024-11-03;72;5;Alain Morel
TIC-000663;CLI-00749;CTC-007762;Téléphone;Demande d’information;basse;2026-07-04;2026-07-07;82;1;Maxime Muller
TIC-000664;CLI-01012;;Courriel;Produit défectueux;normale;2025-09-27;2025-09-29;50;3;Catherine Dumont
TIC-000665;CLI-01812;CTC-003697;Courriel;Demande d’information;normale;2026-04-15;2026-04-16;41;5;Camille Bertrand
TIC-000666;CLI-02337;;Formulaire web;Produit défectueux;normale;2026-08-15;;;;Jérôme Blanc
TIC-000667;CLI-02434;;Formulaire web;Produit défectueux;basse;2025-07-18;2025-07-19;30;4;Sébastien Mercier
TIC-000668;CLI-02381;;Courriel;Livraison;normale;2026-01-22;2026-01-23;35;5;Virginie Henry
TIC-000669;CLI-01456;CTC-000848;Téléphone;Produit défectueux;basse;2025-07-30;2025-07-31;31;1;Nathalie Michel
TIC-000670;CLI-01728;CTC-004656;Formulaire web;Demande d’information;basse;2024-08-29;2024-08-29;13;2;Camille Bertrand
TIC-000671;CLI-00554;CTC-002359;Téléphone;Produit défectueux;P1;2026-05-25;2026-05-27;53;4;Manon Michel
TIC-000672;CLI-01796;;Téléphone;Demande d’information;critique;2024-05-22;2024-05-23;43;4;Thomas Morel
TIC-000673;CLI-01881;CTC-006910;Courriel;Produit défectueux;normale;2026-01-05;2026-01-06;37;2;Sébastien Mercier
TIC-000674;CLI-00155;CTC-004873;Téléphone;Livraison;normale;2026-07-07;;;;Jérôme Blanc
TIC-000675;CLI-00091;CTC-003266;Courriel;Livraison;normale;2025-08-17;2025-08-19;71;5;Sébastien Mercier
TIC-000676;CLI-02494;CTC-004777;Agence;Demande d’information;normale;2025-06-11;2025-06-12;39;1;Thomas Morel
TIC-000677;CLI-01933;CTC-004665;Agence;Réclamation;normale;2025-03-21;2025-03-24;84;3;Pauline Durand
TIC-000678;CLI-00407;CTC-002585;Agence;Demande d’information;normale;2024-05-27;2024-05-27;2;3;Nathalie Michel
TIC-000679;CLI-00856;CTC-006761;Téléphone;Produit défectueux;normale;2024-09-22;2024-09-25;83;4;Léa Durand
TIC-000680;CLI-01371;CTC-005565;Formulaire web;Retour;normale;2025-10-25;2025-10-27;65;4;Julie Dubois
TIC-000681;CLI-00509;CTC-002952;Formulaire web;Retour;basse;2023-10-31;;;;Alexandre Chevalier
TIC-000682;CLI-00265;CTC-002327;Formulaire web;Produit défectueux;normale;2026-08-22;2026-08-22;1;2;Pauline Durand
TIC-000683;CLI-00402;;Agence;Livraison;basse;2026-01-26;2026-01-26;12;4;Julie Dubois
TIC-000684;CLI-01359;;Téléphone;Produit défectueux;normale;2024-05-08;2024-05-12;108;4;Catherine Chevalier
TIC-000685;CLI-00691;CTC-005764;Formulaire web;Retour;basse;2025-05-14;2025-05-16;63;2;Nathalie Michel
TIC-000686;CLI-01753;;Agence;Produit défectueux;normale;2023-10-24;2023-10-25;46;3;Vincent Richard
TIC-000687;CLI-00715;;Agence;Produit défectueux;haute;2025-07-18;2025-07-20;55;3;Camille Bertrand
TIC-000688;CLI-01130;CTC-001736;Agence;Retour;normale;2024-01-14;2024-01-18;105;5;Sébastien Mercier
TIC-000689;CLI-00517;;Téléphone;Facturation;normale;2024-04-30;2024-05-03;77;4;Fanny Clément
TIC-000690;CLI-01419;CTC-004752;Téléphone;Livraison;haute;2024-09-03;2024-09-03;7;5;Maxime Muller
TIC-000691;CLI-01436;;Agence;Réclamation;normale;2024-01-19;;;;Jérôme Blanc
TIC-000692;CLI-00743;CTC-007105;Agence;Produit défectueux;normale;2024-01-28;2024-01-28;11;4;Vincent Richard
TIC-000693;CLI-00900;CTC-007775;Courriel;Produit défectueux;normale;2025-10-14;2025-10-14;13;2;Fanny Clément
TIC-000694;CLI-01658;CTC-004889;Courriel;Facturation;critique;2023-10-15;2023-10-16;31;2;Sébastien Mercier
TIC-000695;CLI-00806;CTC-004983;Courriel;Facturation;normale;2026-05-27;2026-05-28;27;3;Alexandre Chevalier
TIC-000696;CLI-02045;;Courriel;Livraison;basse;2024-02-01;2024-02-02;25;4;Fanny Clément
TIC-000697;CLI-00784;CTC-002842;Téléphone;Retour;haute;2025-12-17;;;;Pauline Durand
TIC-000698;CLI-01248;CTC-007254;Formulaire web;Demande d’information;normale;2025-09-22;2025-09-25;78;3;Sébastien Mercier
TIC-000699;CLI-01540;;Formulaire web;Produit défectueux;normale;2026-08-11;2026-08-11;19;5;Manon Michel
TIC-000700;CLI-00812;;Formulaire web;Facturation;normale;2025-11-30;2025-12-02;48;5;Alain Morel
TIC-000701;CLI-01359;;Agence;Retour;haute;2026-08-11;2026-08-13;65;4;Franck Lefebvre
TIC-000702;CLI-01705;;Courriel;Demande d’information;critique;2026-08-29;2026-08-29;11;4;Fanny Clément
TIC-000703;CLI-01958;CTC-007995;Agence;Réclamation;haute;2025-02-23;;;;Catherine Chevalier
TIC-000704;CLI-00127;CTC-006782;Formulaire web;Demande d’information;normale;2025-12-21;;;;Franck Lefebvre
TIC-000705;CLI-01889;CTC-001742;Agence;Réclamation;normale;2023-09-26;2023-09-28;60;5;Julie Dubois
TIC-000706;CLI-00352;;Téléphone;Livraison;normale;2026-06-09;2026-06-10;44;4;Nathalie Michel
TIC-000707;CLI-00829;;Formulaire web;Retour;normale;2025-04-29;2025-04-29;4;5;Camille Bertrand
TIC-000708;CLI-01432;;Formulaire web;Réclamation;normale;2026-08-23;2026-08-25;66;4;Jérôme Blanc
TIC-000709;CLI-01320;CTC-006242;Agence;Produit défectueux;normale;2025-03-02;2025-03-03;35;3;Léa Durand
TIC-000710;CLI-01884;;Agence;Réclamation;normale;2024-12-25;2024-12-26;32;3;Pauline Durand
TIC-000711;CLI-02329;CTC-001740;Courriel;Livraison;normale;2024-11-18;2024-11-19;47;4;Alexandre Chevalier
TIC-000712;CLI-01671;;Téléphone;Réclamation;haute;2023-10-04;2023-10-05;34;3;Alexandre Chevalier
TIC-000713;CLI-01752;CTC-006298;Courriel;Demande d’information;basse;2025-08-07;2025-08-08;41;3;Fanny Clément
TIC-000714;CLI-00496;CTC-003030;Agence;Demande d’information;haute;2023-12-29;2023-12-31;70;5;Vincent Richard
TIC-000715;CLI-00460;;Agence;Livraison;normale;2024-01-20;2024-01-21;42;4;Léa Durand
TIC-000716;CLI-02241;CTC-004680;Agence;Demande d’information;normale;2023-11-07;2023-11-09;63;5;Virginie Henry
TIC-000717;CLI-01720;CTC-004988;Agence;Demande d’information;critique;2025-05-12;2025-05-12;1;4;Fanny Clément
TIC-000718;CLI-01977;;Formulaire web;Demande d’information;normale;2023-11-12;2023-11-13;45;5;Julie Dubois
TIC-000719;CLI-01548;CTC-001581;Téléphone;Livraison;haute;2026-03-22;;;;Manon Michel
TIC-000720;CLI-01647;CTC-000335;Téléphone;Produit défectueux;basse;2025-11-22;2025-11-22;4;4;Catherine Dumont
TIC-000721;CLI-00294;;Téléphone;Produit défectueux;normale;2023-09-25;2023-09-27;63;5;Franck Lefebvre
TIC-000722;CLI-01871;CTC-001121;Agence;Produit défectueux;haute;2024-08-20;;;;Camille Bertrand
TIC-000723;CLI-00957;CTC-004461;Formulaire web;Livraison;normale;2026-07-03;2026-07-05;63;5;Franck Lefebvre
TIC-000724;CLI-00323;;Formulaire web;Produit défectueux;normale;2023-11-18;2023-11-20;52;5;Alain Morel
TIC-000725;CLI-01566;CTC-006812;Courriel;Facturation;normale;2024-12-15;2024-12-15;19;4;Nathalie Michel
TIC-000726;CLI-00603;;Téléphone;Produit défectueux;basse;2026-06-12;2026-06-13;42;5;Maxime Muller
TIC-000727;CLI-00005;;Agence;Facturation;basse;2024-01-17;2024-01-17;21;5;Julie Dubois
TIC-000728;CLI-00634;CTC-004565;Formulaire web;Retour;basse;2024-10-22;2024-10-22;19;5;Maxime Muller
TIC-000729;CLI-01739;;Formulaire web;Produit défectueux;basse;2024-01-09;2024-01-10;33;4;Nathalie Michel
TIC-000730;CLI-00912;CTC-005956;Courriel;Livraison;normale;2024-04-12;;;;Sébastien Mercier
TIC-000731;CLI-01383;CTC-006563;Courriel;Retour;haute;2024-10-27;2024-10-27;1;5;Vincent Richard
TIC-000732;CLI-01428;CTC-001176;Téléphone;Retour;normale;2024-11-02;2024-11-04;58;4;Nathalie Michel
TIC-000733;CLI-02230;CTC-007169;Courriel;Réclamation;normale;2023-11-06;2023-11-07;36;3;Jérôme Blanc
TIC-000734;CLI-00190;CTC-005349;Agence;Retour;normale;2024-04-05;2024-04-06;47;1;Thomas Morel
TIC-000735;CLI-01127;CTC-001489;Formulaire web;Réclamation;normale;2025-12-16;2025-12-17;33;1;Manon Michel
TIC-000736;CLI-02148;CTC-005882;Téléphone;Facturation;normale;2026-03-24;2026-03-27;81;4;Thomas Morel
TIC-000737;CLI-00677;;Formulaire web;Produit défectueux;normale;2024-09-19;;;;Catherine Dumont
TIC-000738;CLI-01151;;Téléphone;Réclamation;normale;2025-02-07;2025-02-07;2;4;Nathalie Michel
TIC-000739;CLI-00795;CTC-000020;Agence;Demande d’information;normale;2023-10-18;2023-10-19;33;4;Nathalie Michel
TIC-000740;CLI-00572;CTC-002689;Formulaire web;Retour;basse;2025-11-03;;;;Julie Dubois
TIC-000741;CLI-01277;CTC-000362;Formulaire web;Réclamation;normale;2024-08-24;2024-08-25;35;4;Catherine Chevalier
TIC-000742;CLI-02396;;Formulaire web;Réclamation;normale;2024-09-18;2024-09-18;14;4;Catherine Dumont
TIC-000743;CLI-02022;CTC-006619;Courriel;Produit défectueux;normale;2023-10-15;;;;Camille Bertrand
TIC-000744;CLI-01404;;Téléphone;Retour;critique;2024-08-20;2024-08-20;17;3;Catherine Chevalier
TIC-000745;CLI-02441;CTC-000974;Agence;Produit défectueux;normale;2025-09-12;;;;Nathalie Michel
TIC-000746;CLI-01762;CTC-004801;Courriel;Produit défectueux;normale;2025-07-19;;;;Jérôme Blanc
TIC-000747;CLI-01863;CTC-006231;Courriel;Demande d’information;normale;2025-03-12;2025-03-12;12;4;Fanny Clément
TIC-000748;CLI-01305;CTC-005066;Agence;Demande d’information;haute;2025-04-02;2025-04-05;92;4;Léa Durand
TIC-000749;CLI-01836;CTC-006727;Téléphone;Retour;normale;2023-10-13;2023-10-13;2;4;Pauline Durand
TIC-000750;CLI-02091;CTC-002706;Courriel;Demande d’information;normale;2026-05-02;2026-05-03;44;5;Thomas Morel
TIC-000751;CLI-02109;;Téléphone;Produit défectueux;normale;2025-06-20;2025-06-23;83;4;Catherine Dumont
TIC-000752;CLI-00658;CTC-001807;Agence;Facturation;normale;2025-09-20;2025-09-24;96;4;Manon Michel
TIC-000753;CLI-00109;CTC-005207;Formulaire web;Livraison;critique;2025-03-26;2025-03-26;1;4;Camille Bertrand
TIC-000754;CLI-00026;;Agence;Réclamation;basse;2026-06-12;2026-06-16;100;1;Fanny Clément
TIC-000755;CLI-02429;;Formulaire web;Réclamation;normale;2024-01-19;2024-01-22;84;3;Nathalie Michel
TIC-000756;CLI-00989;CTC-003711;Formulaire web;Produit défectueux;normale;2025-04-30;2025-05-01;34;2;Vincent Richard
TIC-000757;CLI-00527;CTC-000499;Agence;Facturation;haute;2024-09-07;2024-09-09;60;4;Maxime Muller
TIC-000758;CLI-01348;CTC-005314;Courriel;Facturation;normale;2024-05-22;2024-05-24;61;4;Manon Michel
TIC-000759;CLI-01861;CTC-005317;Formulaire web;Demande d’information;basse;2025-02-13;2025-02-15;55;5;Sébastien Mercier
TIC-000760;CLI-00688;CTC-004802;Agence;Réclamation;normale;2025-07-05;2025-07-05;7;4;Sébastien Mercier
TIC-000761;CLI-00560;CTC-002977;Agence;Réclamation;haute;2024-10-15;2024-10-16;42;5;Maxime Muller
TIC-000762;CLI-02234;CTC-001004;Téléphone;Facturation;normale;2024-04-14;;;;Catherine Dumont
TIC-000763;CLI-02031;CTC-001292;Téléphone;Demande d’information;normale;2024-08-17;;;;Manon Michel
TIC-000764;CLI-01913;CTC-004692;Téléphone;Retour;normale;2025-09-22;2025-09-22;1;3;Catherine Chevalier
TIC-000765;CLI-01244;CTC-004415;Téléphone;Retour;normale;2026-05-14;;;;Camille Bertrand
TIC-000766;CLI-00920;CTC-007440;Courriel;Retour;basse;2025-08-01;2025-08-03;71;3;Manon Michel
TIC-000767;CLI-00394;CTC-005298;Courriel;Retour;basse;2024-08-09;2024-08-11;64;4;Julie Dubois
TIC-000768;CLI-01178;;Téléphone;Livraison;haute;2026-03-26;2026-03-27;45;2;Sébastien Mercier
TIC-000769;CLI-00472;;Formulaire web;Retour;normale;2023-12-13;;;;Alexandre Chevalier
TIC-000770;CLI-01132;CTC-004203;Téléphone;Livraison;haute;2024-08-14;2024-08-15;36;5;Nathalie Michel
TIC-000771;CLI-01703;CTC-000411;Courriel;Demande d’information;normale;2024-10-18;2024-10-19;32;5;Fanny Clément
TIC-000772;CLI-00285;CTC-004539;Téléphone;Livraison;normale;2025-06-25;;;;Fanny Clément
TIC-000773;CLI-01455;CTC-007307;Formulaire web;Retour;normale;2026-08-01;2026-08-02;44;4;Sébastien Mercier
TIC-000774;CLI-00347;;Téléphone;Réclamation;normale;2025-09-30;2025-10-01;27;5;Alain Morel
TIC-000775;CLI-00517;CTC-007006;Courriel;Retour;normale;2026-05-21;2026-05-22;24;1;Sébastien Mercier
TIC-000776;CLI-00941;CTC-003569;Agence;Retour;haute;2024-07-12;2024-07-12;1;1;Jérôme Blanc
TIC-000777;CLI-00252;CTC-001096;Formulaire web;Réclamation;basse;2026-03-06;2026-03-08;51;3;Léa Durand
TIC-000778;CLI-01340;CTC-001793;Téléphone;Produit défectueux;normale;2024-11-18;2024-11-21;73;4;Léa Durand
TIC-000779;CLI-01166;;Téléphone;Produit défectueux;normale;2024-08-03;2024-08-03;11;1;Julie Dubois
TIC-000780;CLI-00239;CTC-001220;Agence;Demande d’information;normale;2026-07-07;2026-07-08;44;5;Thomas Morel
TIC-000781;CLI-01517;CTC-002439;Agence;Livraison;normale;2024-01-10;2024-01-13;73;5;Franck Lefebvre
TIC-000782;CLI-00409;CTC-001359;Agence;Produit défectueux;basse;2025-05-03;2025-05-03;1;3;Fanny Clément
TIC-000783;CLI-01909;;Courriel;Demande d’information;normale;2025-04-13;2025-04-15;51;4;Franck Lefebvre
TIC-000784;CLI-00502;CTC-002715;Agence;Produit défectueux;normale;2026-02-15;;;;Pauline Durand
TIC-000785;CLI-01310;CTC-000531;Téléphone;Retour;haute;2026-01-11;2026-01-13;48;5;Jérôme Blanc
TIC-000786;CLI-02320;CTC-000515;Courriel;Retour;normale;2026-06-07;2026-06-08;40;4;Jérôme Blanc
TIC-000787;CLI-00060;;Agence;Retour;basse;2024-09-24;2024-09-25;27;3;Virginie Henry
TIC-000788;CLI-00356;CTC-004617;Agence;Facturation;normale;2025-09-14;2025-09-17;79;4;Nathalie Michel
TIC-000789;CLI-00227;;Courriel;Produit défectueux;basse;2025-09-27;2025-09-30;83;4;Catherine Chevalier
TIC-000790;CLI-01055;CTC-001223;Courriel;Livraison;basse;2025-09-05;;;;Jérôme Blanc
TIC-000791;CLI-02402;CTC-004303;Courriel;Produit défectueux;normale;2024-01-13;2024-01-15;63;3;Léa Durand
TIC-000792;CLI-00409;CTC-006543;Téléphone;Réclamation;normale;2025-01-27;2025-01-29;61;4;Léa Durand
TIC-000793;CLI-00130;;Courriel;Retour;NORMALE;2024-06-26;2024-06-27;42;3;Alain Morel
TIC-000794;CLI-01570;CTC-000057;Agence;Livraison;normale;2025-02-27;;;;Thomas Morel
TIC-000795;CLI-01887;CTC-003990;Agence;Retour;normale;2023-12-06;2023-12-09;78;4;Catherine Dumont
TIC-000796;CLI-00171;CTC-000533;Courriel;Facturation;normale;2024-06-23;2024-06-23;1;5;Alexandre Chevalier
TIC-000797;CLI-01542;CTC-000505;Formulaire web;Produit défectueux;haute;2024-12-16;2024-12-17;35;2;Catherine Dumont
TIC-000798;CLI-02450;CTC-005018;Courriel;Produit défectueux;normale;2024-02-27;2024-02-28;40;4;Sébastien Mercier
TIC-000799;CLI-00286;CTC-004634;Agence;Réclamation;normale;2026-01-04;;;;Vincent Richard
TIC-000800;CLI-02234;CTC-001004;Téléphone;Livraison;haute;2023-12-24;2023-12-25;38;1;Sébastien Mercier
TIC-000801;CLI-01260;;Agence;Réclamation;basse;2025-12-03;2025-12-03;3;5;Maxime Muller
TIC-000802;CLI-02319;CTC-002691;Téléphone;Réclamation;normale;2025-07-15;2025-07-15;1;4;Catherine Dumont
TIC-000803;CLI-00994;;Courriel;Demande d’information;basse;2023-10-05;2023-10-07;51;4;Alain Morel
TIC-000804;CLI-02261;;Formulaire web;Facturation;basse;2024-02-15;2024-02-16;32;4;Alexandre Chevalier
TIC-000805;CLI-00596;CTC-004200;Courriel;Livraison;haute;2025-07-07;2025-07-07;8;5;Alexandre Chevalier
