id_ligne;id_commande;id_produit;libelle_produit;quantite;prix_unitaire;remise_pct;montant_ligne
LIG-0010839;CMD-004365;PRD-0094;Protection grand format;4;34.3;0;137.2
LIG-0010840;CMD-004365;PRD-0135;Protection recyclé;1;79.53;20;63.62
LIG-0010841;CMD-004365;PRD-0077;Électroportatif premium;0;147.99;0;0
LIG-0010842;CMD-004366;PRD-0003;Mesure standard;4;522.66;0;2090.64
LIG-0010843;CMD-004367;PRD-0160;Périphérique compact;1;493.39;0;493.39
LIG-0010844;CMD-004367;PRD-0156;Consommable premium;18;1310.31;0;23585.58
LIG-0010845;CMD-004367;PRD-0092;Nettoyage standard;1;66.06;0;66.06
LIG-0010846;CMD-004368;PRD-0035;Classement compact;9;29.18;0;262.62
LIG-0010847;CMD-004369;PRD-0162;Mesure compact;20;425.65;0;8513
LIG-0010848;CMD-004369;PRD-0021;Film professionnel;17;31.13;15;449.83
LIG-0010849;CMD-004369;PRD-0078;Classement grand format;10;2.37;0;23.7
LIG-0010850;CMD-004370;PRD-0059;Écriture renforcé;1;23.3;0;23.3
LIG-0010851;CMD-004371;PRD-0083;Écriture renforcé;1;26.72;0;26.72
LIG-0010852;CMD-004372;PRD-0136;Bureau économique;1;64.4;0;64.4
LIG-0010853;CMD-004372;PRD-0122;Nettoyage compact;6;24.86;0;149.16
LIG-0010854;CMD-004372;PRD-0026;Protection compact;2;14.12;15;24
LIG-0010855;CMD-004372;PRD-0017;Film recyclé;14;35.22;0;493.08
LIG-0010856;CMD-004372;PRD-0097;Consommable grand format;5;65.95;5;313.26
LIG-0010857;CMD-004373;PRD-0159;Consommable économique;25;276.27;5;6561.41
LIG-0010858;CMD-004374;PRD-0162;Mesure compact;12;425.65;0;5107.8
LIG-0010859;CMD-004374;PRD-0062;Bureau recyclé;10;562.7;0;5627
LIG-0010860;CMD-004374;PRD-0155;Palette compact;3;27.98;0;83.94
LIG-0010861;CMD-004374;PRD-0121;Bureau standard;6;732.7;0;4396.2
LIG-0010862;CMD-004375;PRD-0148;Écriture compact;2;5.55;0;11.1
LIG-0010863;CMD-004375;PRD-0103;Bureau grand format;1;905.69;5;860.41
LIG-0010864;CMD-004375;PRD-0103;Bureau grand format;6;905.69;0;5434.14
LIG-0010865;CMD-004375;PRD-0064;Classement économique;11;17.73;0;195.03
LIG-0010866;CMD-004376;PRD-0096;Électroportatif premium;19;14.07;0;267.33
LIG-0010867;CMD-004376;PRD-0088;Hygiène professionnel;3;97.96;0;293.88
LIG-0010868;CMD-004376;PRD-0153;Papier grand format;4;5.11;0;20.44
LIG-0010869;CMD-004376;PRD-0052;Réseau premium;18;284.48;0;5120.64
LIG-0010870;CMD-004376;PRD-0131;Film recyclé;2;14.54;0;29.08
LIG-0010871;CMD-004377;PRD-0151;Main recyclé;7;124.66;0;872.62
LIG-0010872;CMD-004377;PRD-0157;Hygiène renforcé;5;81.39;0;406.95
LIG-0010873;CMD-004378;PRD-0140;Périphérique recyclé;1;577.61;15;490.97
LIG-0010874;CMD-004378;PRD-0098;Classement renforcé;7;7.78;0;54.46
LIG-0010875;CMD-004378;PRD-0137;Électroportatif économique;1;599.46;0;599.46
LIG-0010876;CMD-004379;PRD-0114;Mesure recyclé;16;141.07;0;2257.12
LIG-0010877;CMD-004379;PRD-0131;Film recyclé;4;14.54;20;46.53
LIG-0010878;CMD-004379;PRD-0088;Hygiène professionnel;1;97.96;5;93.06
LIG-0010879;CMD-004380;PRD-0097;Consommable grand format;14;65.95;0;923.3
LIG-0010880;CMD-004380;PRD-0121;Bureau standard;12;732.7;0;8792.4
LIG-0010881;CMD-004381;PRD-0033;Palette renforcé;14;10.07;10;126.88
LIG-0010882;CMD-004381;PRD-0093;Film premium;1;33.18;5;31.52
LIG-0010883;CMD-004381;PRD-0025;Écriture compact;25;15.91;0;397.75
LIG-0010884;CMD-004381;PRD-0129;Film économique;10;32.32;0;323.2
LIG-0010885;CMD-004382;PRD-0057;Nettoyage compact;9;16.81;20;121.03
LIG-0010886;CMD-004382;PRD-0157;Hygiène renforcé;1;81.39;0;81.39
LIG-0010887;CMD-004383;PRD-0072;Film recyclé;1;36.87;0;36.87
LIG-0010888;CMD-004384;PRD-0142;Film premium;13;14.13;0;183.69
LIG-0010889;CMD-004384;PRD-0053;Bureau grand format;2;299.81;0;599.62
LIG-0010890;CMD-004384;PRD-0070;Mesure standard;8;348.54;0;2788.32
LIG-0010891;CMD-004384;PRD-0168;Palette premium;1;34.74;0;34.74
LIG-0010892;CMD-004385;PRD-0088;Hygiène professionnel;3;97.96;0;293.88
LIG-0010893;CMD-004385;PRD-0095;Palette standard;10;25.99;15;220.91
LIG-0010894;CMD-004385;PRD-0058;Nettoyage premium;12;22.04;10;238.03
LIG-0010895;CMD-004385;PRD-0072;Film recyclé;18;36.87;0;663.66
LIG-0010896;CMD-004385;PRD-0123;Classement professionnel;3;8.95;0;26.85
LIG-0010897;CMD-004386;PRD-0081;Nettoyage standard;11;19.45;0;213.95
LIG-0010898;CMD-004386;PRD-0005;Film premium;8;17.88;5;135.89
LIG-0010899;CMD-004387;PRD-0052;Réseau premium;26;284.48;0;7396.48
LIG-0010900;CMD-004388;PRD-0098;Classement renforcé;9;7.78;0;70.02
LIG-0010901;CMD-004388;PRD-0138;Nettoyage économique;1;79.5;5;75.52
LIG-0010902;CMD-004388;PRD-0020;Périphérique recyclé;1;0;0;0
LIG-0010903;CMD-004388;PRD-0084;Carton renforcé;3;21.84;0;65.52
LIG-0010904;CMD-004388;PRD-0083;Écriture renforcé;9;26.72;0;240.48
LIG-0010905;CMD-004388;PRD-0124;Consommable renforcé;6;807.68;0;4846.08
LIG-0010906;CMD-004389;PRD-0126;Carton économique;1;37.56;0;37.56
LIG-0010907;CMD-004389;PRD-0118;Réseau compact;14;842.75;0;11798.5
LIG-0010908;CMD-004389;PRD-0089;Main professionnel;17;94.19;0;1601.23
LIG-0010909;CMD-004389;PRD-0104;Protection renforcé;7;7.67;0;53.69
LIG-0010910;CMD-004389;PRD-0115;Siège grand format;5;121.28;0;606.4
LIG-0010911;CMD-004390;PRD-0144;Réseau professionnel;1;1782.85;0;1782.85
LIG-0010912;CMD-004390;PRD-0148;Écriture compact;2;5.55;5;10.55
LIG-0010913;CMD-004390;PRD-0159;Consommable économique;1;276.27;0;276.27
LIG-0010914;CMD-004390;PRD-0176;Hygiène économique;5;59.86;0;299.3
LIG-0010915;CMD-004391;PRD-0145;Siège professionnel;10;221.36;0;2213.6
LIG-0010916;CMD-004391;PRD-0141;Hygiène compact;1;32.54;0;32.54
LIG-0010917;CMD-004391;PRD-0132;Écriture standard;12;2.36;0;28.32
LIG-0010918;CMD-004391;PRD-0017;Film recyclé;4;35.22;0;140.88
LIG-0010919;CMD-004391;PRD-0040;Film standard;11;24.86;0;273.46
LIG-0010920;CMD-004392;PRD-0063;Nettoyage renforcé;12;86.74;0;1040.88
LIG-0010921;CMD-004393;PRD-0147;Papier économique;13;4.13;0;53.69
LIG-0010922;CMD-004393;PRD-0029;Électroportatif premium;2;0;10;0
LIG-0010923;CMD-004393;PRD-0087;Palette économique;11;2.84;0;31.24
LIG-0010924;CMD-004394;PRD-0037;Protection grand format;11;61.86;0;680.46
LIG-0010925;CMD-004395;PRD-0131;Film recyclé;4;14.54;0;58.16
LIG-0010926;CMD-004395;PRD-0079;Rangement premium;16;734.76;0;11756.16
LIG-0010927;CMD-004395;PRD-0007;Périphérique standard;8;1276.11;5;9698.44
LIG-0010928;CMD-004396;PRD-0067;Film compact;10;16.18;0;161.8
LIG-0010929;CMD-004396;PRD-0161;Siège recyclé;20;216.91;0;4338.2
LIG-0010930;CMD-004396;PRD-0103;Bureau grand format;1;905.69;0;905.69
LIG-0010931;CMD-004396;PRD-0145;Siège professionnel;4;221.36;0;885.44
LIG-0010932;CMD-004397;PRD-0129;Film économique;18;32.32;0;581.76
LIG-0010933;CMD-004397;PRD-0026;Protection compact;20;14.12;0;282.4
LIG-0010934;CMD-004397;PRD-0156;Consommable premium;3;1310.31;15;3341.29
LIG-0010935;CMD-004398;PRD-0123;Classement professionnel;20;8.95;0;179
LIG-0010936;CMD-004398;PRD-0086;Film économique;12;12.18;0;146.16
LIG-0010937;CMD-004399;PRD-0007;Périphérique standard;1;1276.11;0;1276.11
LIG-0010938;CMD-004399;PRD-0018;Siège standard;6;484.37;0;2906.22
LIG-0010939;CMD-004399;PRD-0020;Périphérique recyclé;16;0;10;0
LIG-0010940;CMD-004400;PRD-0032;Bureau premium;13;517.88;10;6059.2
LIG-0010941;CMD-004400;PRD-0092;Nettoyage standard;1;66.06;15;56.15
LIG-0010942;CMD-004401;PRD-0059;Écriture renforcé;1;23.3;10;20.97
LIG-0010943;CMD-004402;PRD-0171;Main compact;1;204.21;0;204.21
LIG-0010944;CMD-004402;PRD-0149;Papier standard;2;5.61;0;11.22
LIG-0010945;CMD-004402;PRD-0089;Main professionnel;5;94.19;0;470.95
LIG-0010946;CMD-004403;PRD-0146;Hygiène recyclé;8;67.78;0;542.24
LIG-0010947;CMD-004403;PRD-0119;Mesure recyclé;3;358.78;5;1022.52
LIG-0010948;CMD-004404;PRD-0097;Consommable grand format;1;65.95;0;65.95
LIG-0010949;CMD-004404;PRD-0003;Mesure standard;1;522.66;0;522.66
LIG-0010950;CMD-004404;PRD-0048;Siège renforcé;1;733.01;0;733.01
LIG-0010951;CMD-004404;PRD-0131;Film recyclé;30;14.54;0;436.2
LIG-0010952;CMD-004404;PRD-0122;Nettoyage compact;10;24.86;0;248.6
LIG-0010953;CMD-004405;PRD-0030;Réseau renforcé;1;436.15;5;414.34
LIG-0010954;CMD-004405;PRD-0173;Électroportatif professionnel;11;20.89;15;195.32
LIG-0010955;CMD-004406;PRD-0001;Rangement grand format;4;603.89;0;2415.56
LIG-0010956;CMD-004406;PRD-0073;Périphérique professionnel;1;1490.22;10;1341.2
LIG-0010957;CMD-004407;PRD-0024;Protection économique;5;91.05;10;409.73
LIG-0010958;CMD-004407;PRD-0003;Mesure standard;17;522.66;0;8885.22
LIG-0010959;CMD-004407;PRD-0045;Carton compact;10;25.31;0;253.1
LIG-0010960;CMD-004407;PRD-0024;Protection économique;1;91.05;5;86.5
LIG-0010961;CMD-004408;PRD-0145;Siège professionnel;2;221.36;0;442.72
LIG-0010962;CMD-004408;PRD-0017;Film recyclé;8;35.22;10;253.58
LIG-0010963;CMD-004408;PRD-0163;Mesure grand format;16;422.36;0;6757.76
LIG-0010964;CMD-004409;PRD-0027;Palette premium;12;40.14;0;481.68
LIG-0010965;CMD-004410;PRD-0097;Consommable grand format;11;65.95;0;725.45
LIG-0010966;CMD-004411;PRD-0074;Siège renforcé;4;152.11;5;578.02
LIG-0010967;CMD-004411;PRD-0139;Classement grand format;1;10.37;0;10.37
LIG-0010968;CMD-004412;PRD-0075;Classement renforcé;14;5.19;10;65.39
LIG-0010969;CMD-004412;PRD-0013;Protection économique;4;36.28;15;123.35
LIG-0010970;CMD-004412;PRD-0036;Rangement grand format;1;419.56;0;419.56
LIG-0010971;CMD-004412;PRD-0144;Réseau professionnel;3;1782.85;0;5348.55
LIG-0010972;CMD-004412;PRD-0117;Hygiène professionnel;17;89.98;0;1529.66
LIG-0010973;CMD-004413;PRD-0157;Hygiène renforcé;8;81.39;0;651.12
LIG-0010974;CMD-004413;PRD-0017;Film recyclé;2;35.22;5;66.92
LIG-0010975;CMD-004413;PRD-0030;Réseau renforcé;4;436.15;0;1744.6
LIG-0010976;CMD-004414;PRD-0122;Nettoyage compact;3;24.86;0;74.58
LIG-0010977;CMD-004415;PRD-0045;Carton compact;1;25.31;0;25.31
LIG-0010978;CMD-004415;PRD-0065;Écriture compact;7;9.13;0;63.91
LIG-0010979;CMD-004416;PRD-0068;Carton économique;18;4.47;0;80.46
LIG-0010980;CMD-004416;PRD-0071;Périphérique économique;1;1370.97;0;1370.97
LIG-0010981;CMD-004417;PRD-0034;Classement compact;14;19.92;0;278.88
LIG-0010982;CMD-004418;PRD-0104;Protection renforcé;10;7.67;15;65.2
LIG-0010983;CMD-004418;PRD-0164;Électroportatif recyclé;3;76.3;0;228.9
LIG-0010984;CMD-004418;PRD-0034;Classement compact;1;19.92;0;19.92
LIG-0010985;CMD-004418;PRD-0101;Protection standard;1;24.12;0;24.12
LIG-0010986;CMD-004418;PRD-0155;Palette compact;2;27.98;0;55.96
LIG-0010987;CMD-004418;PRD-0005;Film premium;1;17.88;0;17.88
LIG-0010988;CMD-004419;PRD-0122;Nettoyage compact;8;24.86;0;198.88
LIG-0010989;CMD-004419;PRD-0089;Main professionnel;13;94.19;0;1224.47
LIG-0010990;CMD-004420;PRD-0034;Classement compact;1;19.92;15;16.93
LIG-0010991;CMD-004420;PRD-0040;Film standard;11;24.86;0;273.46
LIG-0010992;CMD-004420;PRD-0105;Carton économique;5;42.64;0;213.2
LIG-0010993;CMD-004421;PRD-0154;Réseau recyclé;4;1289.28;0;5157.12
LIG-0010994;CMD-004422;PRD-0087;Palette économique;6;2.84;15;14.48
LIG-0010995;CMD-004422;PRD-0019;Film compact;1;41.29;0;41.29
LIG-0010996;CMD-004422;PRD-0005;Film premium;6;17.88;0;107.28
LIG-0010997;CMD-004422;PRD-0115;Siège grand format;7;121.28;5;806.51
LIG-0010998;CMD-004422;PRD-0019;Film compact;6;41.29;0;247.74
LIG-0010999;CMD-004422;PRD-0041;Main renforcé;15;369.33;0;5539.95
LIG-0011000;CMD-004423;PRD-0105;Carton économique;1;42.64;0;42.64
LIG-0011001;CMD-004423;PRD-0058;Nettoyage premium;1;22.04;0;22.04
LIG-0011002;CMD-004424;PRD-0030;Réseau renforcé;1;436.15;0;436.15
LIG-0011003;CMD-004424;PRD-0129;Film économique;1;32.32;5;30.7
LIG-0011004;CMD-004425;PRD-0017;Film recyclé;10;35.22;15;299.37
LIG-0011005;CMD-004425;PRD-0166;Main renforcé;1;243.67;0;243.67
LIG-0011006;CMD-004425;PRD-0115;Siège grand format;15;121.28;0;1819.2
LIG-0011007;CMD-004426;PRD-0033;Palette renforcé;8;10.07;0;80.56
LIG-0011008;CMD-004426;PRD-0155;Palette compact;8;27.98;0;223.84
LIG-0011009;CMD-004426;PRD-0047;Papier recyclé;11;18.64;0;205.04
LIG-0011010;CMD-004427;PRD-0148;Écriture compact;1;5.55;0;5.55
LIG-0011011;CMD-004427;PRD-0113;Main professionnel;1;272.38;10;245.14
LIG-0011012;CMD-004427;PRD-0026;Protection compact;6;14.12;15;72.01
LIG-0011013;CMD-004427;PRD-0114;Mesure recyclé;6;141.07;0;846.42
LIG-0011014;CMD-004428;PRD-0170;Film premium;8;26.78;0;214.24
LIG-0011015;CMD-004428;PRD-0088;Hygiène professionnel;17;97.96;0;1665.32
LIG-0011016;CMD-004428;PRD-0128;Électroportatif économique;3;185.02;0;555.06
LIG-0011017;CMD-004428;PRD-0036;Rangement grand format;14;419.56;0;5873.84
LIG-0011018;CMD-004428;PRD-0070;Mesure standard;1;348.54;0;348.54
LIG-0011019;CMD-004429;PRD-0074;Siège renforcé;7;152.11;0;1064.77
LIG-0011020;CMD-004429;PRD-0088;Hygiène professionnel;3;97.96;0;293.88
LIG-0011021;CMD-004430;PRD-0009;Réseau compact;1;483.76;20;387.01
LIG-0011022;CMD-004431;PRD-0172;Rangement recyclé;8;502.43;0;4019.44
LIG-0011023;CMD-004431;PRD-0023;Nettoyage compact;19;109.63;15;1770.52
LIG-0011024;CMD-004431;PRD-0147;Papier économique;13;4.13;0;53.69
LIG-0011025;CMD-004431;PRD-0027;Palette premium;4;40.14;0;160.56
LIG-0011026;CMD-004432;PRD-0105;Carton économique;17;42.64;5;688.64
LIG-0011027;CMD-004432;PRD-0057;Nettoyage compact;10;16.81;0;168.1
LIG-0011028;CMD-004432;PRD-0162;Mesure compact;15;425.65;0;6384.75
LIG-0011029;CMD-004433;PRD-0071;Périphérique économique;4;1370.97;0;5483.88
LIG-0011030;CMD-004433;PRD-0090;Écriture renforcé;7;25.08;5;166.78
LIG-0011031;CMD-004433;PRD-0139;Classement grand format;9;10.37;0;93.33
LIG-0011032;CMD-004433;PRD-0118;Réseau compact;1;842.75;0;842.75
LIG-0011033;CMD-004434;PRD-0120;Hygiène standard;11;8.56;10;84.74
LIG-0011034;CMD-004434;PRD-0009;Réseau compact;1;483.76;0;483.76
LIG-0011035;CMD-004434;PRD-0061;Nettoyage grand format;8;92.93;0;743.44
LIG-0011036;CMD-004435;PRD-0003;Mesure standard;1;522.66;15;444.26
LIG-0011037;CMD-004436;PRD-0066;Main compact;6;567.84;10;3066.34
LIG-0011038;CMD-004437;PRD-0155;Palette compact;6;27.98;0;167.88
LIG-0011039;CMD-004437;PRD-0041;Main renforcé;1;369.33;0;369.33
LIG-0011040;CMD-004437;PRD-0110;Mesure renforcé;13;142.33;10;1665.26
LIG-0011041;CMD-004437;PRD-0155;Palette compact;10;27.98;10;251.82
LIG-0011042;CMD-004438;PRD-0095;Palette standard;12;25.99;0;311.88
LIG-0011043;CMD-004438;PRD-0166;Main renforcé;9;243.67;0;2193.03
LIG-0011044;CMD-004438;PRD-0117;Hygiène professionnel;15;89.98;0;1349.7
LIG-0011045;CMD-004439;PRD-0017;Film recyclé;3;35.22;20;84.53
LIG-0011046;CMD-004439;PRD-0180;Siège grand format;1;382.49;0;382.49
LIG-0011047;CMD-004440;PRD-0100;Périphérique compact;5;768.68;0;3843.4
LIG-0011048;CMD-004440;PRD-0142;Film premium;17;14.13;0;240.21
LIG-0011049;CMD-004440;PRD-0115;Siège grand format;4;121.28;0;485.12
LIG-0011050;CMD-004440;PRD-0180;Siège grand format;15;382.49;20;4589.88
LIG-0011051;CMD-004441;PRD-0130;Carton professionnel;10;9.94;0;99.4
LIG-0011052;CMD-004441;PRD-0016;Consommable recyclé;1;654.03;0;654.03
LIG-0011053;CMD-004442;PRD-0167;Bureau économique;8;380.04;0;3040.32
LIG-0011054;CMD-004442;PRD-0073;Périphérique professionnel;1;1490.22;0;1490.22
LIG-0011055;CMD-004443;PRD-0156;Consommable premium;18;1310.31;15;20047.74
LIG-0011056;CMD-004444;PRD-0153;Papier grand format;14;5.11;0;71.54
LIG-0011057;CMD-004444;PRD-0026;Protection compact;5;14.12;0;70.6
LIG-0011058;CMD-004444;PRD-0057;Nettoyage compact;1;16.81;0;16.81
LIG-0011059;CMD-004444;PRD-0172;Rangement recyclé;12;502.43;0;6029.16
LIG-0011060;CMD-004445;PRD-0126;Carton économique;4;37.56;0;150.24
LIG-0011061;CMD-004445;PRD-0098;Classement renforcé;1;7.78;0;7.78
LIG-0011062;CMD-004445;PRD-0055;Électroportatif recyclé;1;176.8;5;167.96
LIG-0011063;CMD-004445;PRD-0103;Bureau grand format;1;905.69;0;905.69
LIG-0011064;CMD-004445;PRD-0002;Rangement professionnel;2;224.1;0;448.2
LIG-0011065;CMD-004446;PRD-0014;Nettoyage économique;9;34.88;0;313.92
LIG-0011066;CMD-004446;PRD-0010;Main renforcé;1;222.39;0;222.39
LIG-0011067;CMD-004446;PRD-0025;Écriture compact;12;15.91;10;171.83
LIG-0011068;CMD-004447;PRD-0119;Mesure recyclé;8;358.78;0;2870.24
LIG-0011069;CMD-004447;PRD-0164;Électroportatif recyclé;4;76.3;0;305.2
LIG-0011070;CMD-004448;PRD-0153;Papier grand format;5;5.11;0;25.55
LIG-0011071;CMD-004448;PRD-0024;Protection économique;15;91.05;0;1365.75
LIG-0011072;CMD-004449;PRD-0066;Main compact;19;567.84;0;10788.96
LIG-0011073;CMD-004449;PRD-0095;Palette standard;23;25.99;10;537.99
LIG-0011074;CMD-004450;PRD-0015;Papier premium;12;25.04;0;300.48
LIG-0011075;CMD-004451;PRD-0178;Bureau compact;10;407.96;20;3263.68
LIG-0011076;CMD-004451;PRD-0048;Siège renforcé;7;733.01;15;4361.41
LIG-0011077;CMD-004451;PRD-0168;Palette premium;4;34.74;0;138.96
LIG-0011078;CMD-004452;PRD-0145;Siège professionnel;4;221.36;5;841.17
LIG-0011079;CMD-004453;PRD-0163;Mesure grand format;10;422.36;15;3590.06
LIG-0011080;CMD-004453;PRD-0035;Classement compact;4;29.18;20;93.38
LIG-0011081;CMD-004454;PRD-0053;Bureau grand format;1;299.81;0;299.81
LIG-0011082;CMD-004455;PRD-0149;Papier standard;6;5.61;0;33.66
LIG-0011083;CMD-004455;PRD-0071;Périphérique économique;1;1370.97;0;1370.97
LIG-0011084;CMD-004456;PRD-0096;Électroportatif premium;5;14.07;0;70.35
LIG-0011085;CMD-004457;PRD-0040;Film standard;6;24.86;0;149.16
LIG-0011086;CMD-004458;PRD-0143;Consommable standard;3;212.9;0;638.7
LIG-0011087;CMD-004458;PRD-0078;Classement grand format;1;2.37;0;2.37
LIG-0011088;CMD-004459;PRD-0069;Protection professionnel;6;59.74;0;358.44
LIG-0011089;CMD-004460;PRD-0138;Nettoyage économique;1;79.5;0;79.5
LIG-0011090;CMD-004460;PRD-0179;Consommable grand format;2;369.05;0;738.1
LIG-0011091;CMD-004461;PRD-0163;Mesure grand format;2;422.36;0;844.72
LIG-0011092;CMD-004461;PRD-0095;Palette standard;1;25.99;0;25.99
LIG-0011093;CMD-004461;PRD-0054;Main renforcé;7;260.86;20;1460.82
LIG-0011094;CMD-004461;PRD-0011;Siège professionnel;1;397.13;0;397.13
LIG-0011095;CMD-004462;PRD-0138;Nettoyage économique;1;79.5;0;79.5
LIG-0011096;CMD-004462;PRD-0126;Carton économique;12;37.56;0;450.72
LIG-0011097;CMD-004462;PRD-0110;Mesure renforcé;4;142.33;0;569.32
LIG-0011098;CMD-004463;PRD-0165;Mesure renforcé;6;260.45;0;1562.7
LIG-0011099;CMD-004463;PRD-0163;Mesure grand format;8;422.36;5;3209.94
LIG-0011100;CMD-004463;PRD-0141;Hygiène compact;3;32.54;10;87.86
LIG-0011101;CMD-004463;PRD-0079;Rangement premium;2;734.76;0;1469.52
LIG-0011102;CMD-004464;PRD-0174;Classement grand format;1;14.31;0;14.31
LIG-0011103;CMD-004465;PRD-0063;Nettoyage renforcé;1;86.74;0;86.74
LIG-0011104;CMD-004466;PRD-0111;Classement standard;4;21.78;0;87.12
LIG-0011105;CMD-004466;PRD-0167;Bureau économique;8;380.04;20;2432.26
LIG-0011106;CMD-004466;PRD-0168;Palette premium;2;34.74;0;69.48
LIG-0011107;CMD-004467;PRD-0025;Écriture compact;12;15.91;0;190.92
LIG-0011108;CMD-004467;PRD-0036;Rangement grand format;13;419.56;15;4636.14
LIG-0011109;CMD-004467;PRD-0126;Carton économique;15;37.56;0;563.4
LIG-0011110;CMD-004468;PRD-0151;Main recyclé;2;124.66;0;249.32
LIG-0011111;CMD-004469;PRD-0177;Nettoyage premium;17;103.15;0;1753.55
LIG-0011112;CMD-004469;PRD-0153;Papier grand format;9;5.11;0;45.99
LIG-0011113;CMD-004470;PRD-0035;Classement compact;1;29.18;0;29.18
LIG-0011114;CMD-004470;PRD-0125;Bureau compact;15;471.82;0;7077.3
LIG-0011115;CMD-004470;PRD-0175;Film grand format;1;19.42;0;27.16
LIG-0011116;CMD-004470;PRD-0112;Hygiène standard;5;26.56;15;112.88
LIG-0011117;CMD-004471;PRD-0071;Périphérique économique;2;1370.97;0;2741.94
LIG-0011118;CMD-004472;PRD-0155;Palette compact;27;27.98;0;755.46
LIG-0011119;CMD-004473;PRD-0143;Consommable standard;19;212.9;5;3842.85
LIG-0011120;CMD-004473;PRD-0004;Consommable économique;6;869.98;0;5219.88
LIG-0011121;CMD-004474;PRD-0082;Main grand format;12;272.98;0;3275.76
LIG-0011122;CMD-004474;PRD-0081;Nettoyage standard;8;19.45;0;155.6
LIG-0011123;CMD-004475;PRD-0033;Palette renforcé;8;10.07;0;80.56
LIG-0011124;CMD-004475;PRD-0068;Carton économique;5;4.47;0;22.35
LIG-0011125;CMD-004475;PRD-0169;Mesure premium;23;46.72;10;967.1
LIG-0011126;CMD-004475;PRD-0019;Film compact;8;41.29;0;330.32
LIG-0011127;CMD-004476;PRD-0031;Bureau compact;1;0;0;0
LIG-0011128;CMD-004477;PRD-0039;Siège professionnel;2;479.93;20;767.89
LIG-0011129;CMD-004477;PRD-0031;Bureau compact;11;0;15;0
LIG-0011130;CMD-004477;PRD-0033;Palette renforcé;6;10.07;0;60.42
LIG-0011131;CMD-004477;PRD-0145;Siège professionnel;10;221.36;0;2213.6
LIG-0011132;CMD-004478;PRD-0146;Hygiène recyclé;10;67.78;0;677.8
LIG-0011133;CMD-004478;PRD-0163;Mesure grand format;8;422.36;0;3378.88
LIG-0011134;CMD-004479;PRD-0064;Classement économique;6;17.73;0;106.38
LIG-0011135;CMD-004479;PRD-0103;Bureau grand format;1;905.69;0;905.69
LIG-0011136;CMD-004479;PRD-0026;Protection compact;9;14.12;10;114.37
LIG-0011137;CMD-004480;PRD-0057;Nettoyage compact;1;16.81;0;16.81
LIG-0011138;CMD-004480;PRD-0164;Électroportatif recyclé;2;76.3;0;152.6
LIG-0011139;CMD-004480;PRD-0140;Périphérique recyclé;1;577.61;0;577.61
LIG-0011140;CMD-004481;PRD-0160;Périphérique compact;14;493.39;0;6907.46
LIG-0011141;CMD-004481;PRD-0002;Rangement professionnel;15;224.1;0;3361.5
LIG-0011142;CMD-004482;PRD-0083;Écriture renforcé;24;26.72;0;641.28
LIG-0011143;CMD-004483;PRD-0178;Bureau compact;1;407.96;0;407.96
LIG-0011144;CMD-004483;PRD-0178;Bureau compact;14;407.96;0;5711.44
LIG-0011145;CMD-004484;PRD-0100;Périphérique compact;1;768.68;0;768.68
LIG-0011146;CMD-004484;PRD-0018;Siège standard;15;484.37;0;7265.55
LIG-0011147;CMD-004485;PRD-0109;Hygiène professionnel;15;34.75;20;417
LIG-0011148;CMD-004485;PRD-0010;Main renforcé;11;222.39;10;2201.66
LIG-0011149;CMD-004485;PRD-0053;Bureau grand format;9;299.81;0;2698.29
LIG-0011150;CMD-004485;PRD-0127;Périphérique recyclé;15;1658.24;20;19898.88
LIG-0011151;CMD-004486;PRD-0019;Film compact;8;41.29;0;330.32
LIG-0011152;CMD-004486;PRD-0133;Carton standard;7;16.73;0;117.11
LIG-0011153;CMD-004487;PRD-0156;Consommable premium;8;1310.31;0;10482.48
LIG-0011154;CMD-004487;PRD-0091;Électroportatif standard;1;199.24;0;199.24
LIG-0011155;CMD-004488;PRD-0004;Consommable économique;6;869.98;0;5219.88
LIG-0011156;CMD-004488;PRD-0012;Consommable standard;1;432.89;10;389.6
LIG-0011157;CMD-004489;PRD-0008;Rangement premium;13;461.47;5;5699.15
LIG-0011158;CMD-004489;PRD-0053;Bureau grand format;1;299.81;5;284.82
LIG-0011159;CMD-004489;PRD-0038;Film renforcé;3;28.5;5;81.22
LIG-0011160;CMD-004489;PRD-0133;Carton standard;13;16.73;0;217.49
LIG-0011161;CMD-004489;PRD-0127;Périphérique recyclé;9;1658.24;0;14924.16
LIG-0011162;CMD-004489;PRD-0178;Bureau compact;1;407.96;0;407.96
LIG-0011163;CMD-004490;PRD-0002;Rangement professionnel;9;224.1;0;2016.9
LIG-0011164;CMD-004490;PRD-0087;Palette économique;1;2.84;0;2.84
LIG-0011165;CMD-004490;PRD-0081;Nettoyage standard;1;19.45;0;19.45
LIG-0011166;CMD-004491;PRD-0001;Rangement grand format;5;603.89;0;3019.45
LIG-0011167;CMD-004491;PRD-0046;Consommable grand format;1;1058.85;0;1058.85
LIG-0011168;CMD-004491;PRD-0097;Consommable grand format;1;65.95;10;59.36
LIG-0011169;CMD-004492;PRD-0157;Hygiène renforcé;1;81.39;0;81.39
LIG-0011170;CMD-004492;PRD-0131;Film recyclé;1;14.54;15;12.36
LIG-0011171;CMD-004493;PRD-0018;Siège standard;16;484.37;0;7749.92
LIG-0011172;CMD-004493;PRD-0163;Mesure grand format;2;422.36;0;844.72
