id_commande;reference;id_client;id_site;id_commercial;canal;date_commande;date_livraison_prevue;date_livraison_reelle;statut;nombre_lignes;montant_ht;remise_pct;montant_ttc;devise
CMD-005638;C2024-005638;CLI-01331;;COM-0058;Partenaire;2024-05-27;2024-05-31;2024-06-05;livrée;3;2052.48;0;2462.98;EUR
CMD-005639;C2024-005639;CLI-02230;;COM-0007;Agence;2024-05-27;2024-06-01;2024-06-06;livrée;4;5084;2;6100.8;EUR
CMD-005640;C2024-005640;CLI-01765;SIT-02219;COM-0042;Partenaire;2024-05-27;2024-05-30;2024-06-05;livrée;3;333.13;0;399.76;EUR
CMD-005641;C2024-005641;CLI-02247;SIT-02833;COM-0007;Appel d’offres;2024-05-27;2024-06-08;2024-06-07;livrée;3;473.39;0;568.07;EUR
CMD-005642;C2024-005642;CLI-00489;SIT-00594;COM-0015;Agence;2024-05-27;2024-06-11;2024-06-10;livrée;2;181.87;2;218.24;EUR
CMD-005643;C2024-005643;CLI-00322;SIT-00389;COM-0005;Téléphone;2024-05-27;2024-06-10;2024-06-10;livrée;2;42430.62;0;50916.74;EUR
CMD-005644;C2024-005644;CLI-01091;SIT-01355;COM-0002;Web;2024-05-27;2024-06-04;2024-06-09;livrée;1;16.81;0;20.17;EUR
CMD-005645;C2024-005645;CLI-00388;;COM-0005;Appel d’offres;2024-05-27;2024-06-08;2024-06-20;livrée;3;1951.84;0;2342.21;EUR
CMD-005646;C2024-005646;CLI-01336;SIT-01680;COM-0006;Téléphone;2024-05-27;2024-06-07;2024-06-14;livrée;3;13487.51;0;16185.01;EUR
CMD-005647;C2024-005647;CLI-01191;SIT-01490;COM-0031;Téléphone;2024-05-27;2024-06-10;2024-06-12;livrée;2;502.53;10;603.04;EUR
CMD-005648;C2024-005648;CLI-01685;SIT-02119;COM-0040;Partenaire;2024-05-27;2024-06-04;2024-06-05;livrée;3;18645.33;0;22374.4;EUR
CMD-005649;C2024-005649;CLI-01740;SIT-02191;COM-0034;Web;2024-05-27;2024-06-10;2024-06-12;livrée;1;5999.11;10;7198.93;EUR
CMD-005650;C2024-005650;CLI-01569;SIT-01976;COM-0038;Partenaire;2024-05-27;2024-05-30;2024-05-28;livrée;4;9676.74;5;11612.09;EUR
CMD-005651;C2024-005651;CLI-00283;;COM-0022;Appel d’offres;2024-05-27;2024-06-02;2024-05-31;livrée;3;7752.97;5;9303.56;EUR
CMD-005652;C2024-005652;CLI-02220;;COM-0059;Web;2024-05-27;2024-06-07;2024-06-06;livrée;5;9004.52;0;10805.42;EUR
CMD-005653;C2024-005653;CLI-00343;;COM-0012;Web;2024-05-27;2024-06-06;2024-06-07;livrée;2;1819.33;0;2183.2;EUR
CMD-005654;C2024-005654;CLI-02059;SIT-02580;COM-0024;Web;2024-05-27;2024-05-30;2024-06-04;livrée;1;6531.59;0;7837.91;EUR
CMD-005655;C2024-005655;CLI-02101;SIT-02636;COM-0013;Appel d’offres;2024-05-27;2024-06-07;2024-06-15;livrée;4;556.65;0;667.98;EUR
CMD-005656;C2024-005656;CLI-00771;;COM-0032;Partenaire;2024-05-27;2024-06-02;2024-06-11;livrée;3;2744.78;0;3293.74;EUR
CMD-005657;C2024-005657;CLI-00641;;COM-0058;Web;2024-05-27;2024-06-08;2024-06-19;livrée;1;533.87;0;640.64;EUR
CMD-005658;C2024-005658;CLI-02111;SIT-02650;COM-0013;Agence;2024-05-27;2024-06-02;2024-06-08;livrée;3;1611.14;0;1933.37;EUR
CMD-005659;C2024-005659;CLI-02041;;COM-0036;Partenaire;2024-05-28;2024-06-03;2024-05-13;livrée;3;4861.66;0;5833.99;EUR
CMD-005660;C2024-005660;CLI-02143;SIT-02696;COM-0012;Partenaire;2024-05-28;2024-06-03;2024-06-08;livrée;5;4875.3;0;5850.36;EUR
CMD-005661;C2024-005661;CLI-01946;SIT-02426;COM-0026;Agence;28/05/2024;2024-06-01;2024-06-01;livrée;1;1383.96;0;1660.75;EUR
CMD-005662;C2024-005662;CLI-01103;;COM-0028;Web;2024-05-28;2024-06-01;2024-06-11;livrée;2;6070.84;10;7285.01;EUR
CMD-005663;C2024-005663;CLI-02464;SIT-03101;COM-0018;Appel d’offres;2024-05-28;2024-06-11;2024-06-23;livrée;2;213.05;0;255.66;EUR
CMD-005664;C2024-005664;CLI-02267;;COM-0034;Appel d’offres;2024-05-28;2024-06-11;2024-06-19;livrée;1;108.16;0;129.79;EUR
CMD-005665;C2024-005665;CLI-01105;SIT-01371;COM-0051;Partenaire;2024-05-28;2024-06-08;2024-06-15;livrée;4;8363.39;0;10036.07;EUR
CMD-005666;C2024-005666;CLI-01421;SIT-01783;COM-0018;Téléphone;2024-05-28;2024-05-31;2024-06-12;livrée;2;16872.74;0;20247.29;EUR
CMD-005667;C2024-005667;CLI-00149;SIT-00190;COM-0033;Téléphone;2024-05-28;2024-05-31;2024-06-07;livrée;2;291.62;5;349.94;EUR
CMD-005668;C2024-005668;CLI-00287;SIT-00355;COM-0002;Agence;2024-05-28;2024-06-08;;annulée;2;286.52;0;343.82;EUR
CMD-005669;C2024-005669;CLI-01371;SIT-01724;COM-0058;Agence;2024-05-28;2024-06-10;2024-06-17;livrée;3;2757.98;0;3309.58;EUR
CMD-005670;C2024-005670;CLI-00880;SIT-01091;COM-0018;Appel d’offres;2024-05-28;2024-06-12;2024-06-18;livrée;3;5607.13;2;6728.56;EUR
CMD-005671;C2024-005671;CLI-01527;SIT-01929;COM-0028;Web;2024-05-28;2024-06-03;2024-06-05;livrée;1;167.76;0;201.31;EUR
CMD-005672;C2024-005672;CLI-01043;SIT-01293;COM-0050;Téléphone;2024-05-28;2024-05-31;2024-06-06;livrée;2;5411.29;0;6493.55;EUR
CMD-005673;C2024-005673;CLI-02392;;COM-0041;Appel d’offres;2024-05-28;2024-06-05;2024-06-10;livrée;3;5842.43;10;7010.92;EUR
CMD-005674;C2024-005674;CLI-00739;;COM-0036;Web;2024-05-28;2024-06-04;2024-06-06;livrée;1;240.84;0;289.01;EUR
CMD-005675;C2024-005675;CLI-01194;SIT-01493;COM-0015;Web;2024-05-28;2024-06-03;2024-06-14;livrée;3;1457.18;0;1748.62;EUR
CMD-005676;C2024-005676;CLI-02185;SIT-02763;COM-0030;Agence;2024-05-28;2024-06-07;2024-06-14;livrée;1;578.06;0;693.67;EUR
CMD-005677;C2024-005677;CLI-00994;;COM-0003;Partenaire;2024-05-28;2024-06-08;2024-06-16;livrée;3;616.19;0;739.43;EUR
CMD-005678;C2024-005678;CLI-01232;;COM-0037;Partenaire;2024-05-28;2024-06-04;2024-06-14;livrée;1;1287.21;0;1544.65;EUR
CMD-005679;C2024-005679;CLI-01372;;COM-0031;Téléphone;2024-05-28;2024-06-07;2024-06-08;livrée;6;24112.05;0;28934.46;EUR
CMD-005680;C2024-005680;CLI-00092;;COM-0053;Web;2024-05-29;2024-06-07;2024-06-08;livrée;3;383.35;0;460.02;EUR
CMD-005681;C2024-005681;CLI-01113;SIT-01380;COM-0032;Web;2024-05-29;2024-06-12;2024-06-14;livrée;3;1948.72;0;2338.46;EUR
CMD-005682;C2024-005682;CLI-01515;;COM-0059;Agence;2024-05-29;2024-06-05;2024-06-07;livrée;3;5332.57;0;6399.08;EUR
CMD-005683;C2024-005683;CLI-00437;;COM-0044;Téléphone;2024-05-29;2024-06-08;2024-06-15;livrée;2;2400;0;2880;EUR
CMD-005684;C2024-005684;CLI-00249;SIT-00314;COM-0018;Agence;2024-05-29;2024-06-03;2024-06-07;livrée;3;3148.21;0;3777.85;EUR
CMD-005685;C2024-005685;CLI-01354;SIT-01703;COM-0021;Appel d’offres;2024-05-29;2024-06-10;2024-06-11;livrée;5;1891.55;0;2269.86;EUR
CMD-005686;C2024-005686;CLI-00968;SIT-01202;COM-0032;Téléphone;2024-05-29;2024-06-08;2024-06-14;livrée;4;15342.56;10;18411.07;EUR
CMD-005687;C2024-005687;CLI-00823;SIT-01008;COM-0029;Appel d’offres;2024-05-29;2024-06-11;2024-06-22;livrée;1;8.56;0;10.27;EUR
CMD-005688;C2024-005688;CLI-00947;;COM-0011;Agence;2024-05-29;2024-06-13;2024-06-20;livrée;1;16.83;0;20.2;EUR
CMD-005689;C2024-005689;CLI-01340;SIT-01686;COM-0001;Appel d’offres;2024-05-29;2024-06-01;;annulée;2;1546.7;0;1856.04;EUR
CMD-005690;C2024-005690;CLI-00997;SIT-01238;COM-0040;Téléphone;2024-05-29;2024-06-02;2024-06-01;livrée;5;4187.51;0;5025.01;EUR
CMD-005691;C2024-005691;CLI-02079;SIT-02609;COM-0048;Téléphone;2024-05-29;2024-06-02;2024-05-31;livrée;5;850.57;10;1020.68;EUR
CMD-005692;C2024-005692;CLI-02246;SIT-02831;COM-0023;Web;2024-05-29;2024-06-11;2024-06-12;livrée;2;447.89;0;537.47;EUR
CMD-005693;C2024-005693;CLI-00903;;COM-0024;Agence;2024-05-29;2024-06-04;2024-06-13;livrée;2;377.55;0;453.06;EUR
CMD-005694;C2024-005694;CLI-00073;;COM-0054;Téléphone;2024-05-29;2024-06-06;2024-06-18;livrée;2;1070.66;0;1284.79;EUR
CMD-005695;C2024-005695;CLI-00496;SIT-00607;COM-0001;Téléphone;2024-05-29;2024-06-05;2024-06-10;livrée;5;7847.26;0;9416.71;EUR
CMD-005696;C2024-005696;CLI-00332;SIT-00397;COM-0059;Web;2024-05-29;2024-06-12;2024-06-13;livrée;1;4.13;0;4.96;EUR
CMD-005697;C2024-005697;CLI-01775;SIT-02227;COM-0030;Appel d’offres;2024-05-29;2024-06-06;2024-06-07;livrée;3;715.1;0;858.12;EUR
CMD-005698;C2024-005698;CLI-00759;SIT-00932;COM-0008;Téléphone;2024-05-29;2024-06-09;2024-06-17;livrée;2;4746.82;2;5696.18;EUR
CMD-005699;C2024-005699;CLI-01045;SIT-01296;COM-0024;Agence;2024-05-29;2024-06-10;2024-06-10;livrée;2;9253.76;0;11104.51;EUR
CMD-005700;C2024-005700;CLI-00868;;COM-0005;Partenaire;2024-05-29;2024-06-11;2024-06-11;livrée;2;316.62;0;379.94;EUR
CMD-005701;C2024-005701;CLI-01072;SIT-01328;COM-0011;Partenaire;2024-05-29;2024-06-10;2024-06-22;livrée;3;3212.66;0;3855.19;EUR
CMD-005702;C2024-005702;CLI-01908;;COM-0051;Web;2024-05-29;2024-06-08;2024-06-15;livrée;2;9944.23;2;11933.08;EUR
CMD-005703;C2024-005703;CLI-00922;SIT-01139;COM-0002;Téléphone;2024-05-29;2024-06-10;2024-06-20;livrée;2;312.56;5;375.07;EUR
CMD-005704;C2024-005704;CLI-01021;;COM-0057;Agence;2024-05-29;2024-06-13;2024-06-15;livrée;5;16117.99;0;19341.59;EUR
CMD-005705;C2024-005705;CLI-00176;SIT-00223;COM-0056;Appel d’offres;29/05/2024;2024-06-02;2024-06-03;livrée;3;8536.27;0;10243.52;EUR
CMD-005706;C2024-005706;CLI-02413;SIT-03033;COM-0045;Téléphone;2024-05-29;2024-06-10;2024-06-12;livrée;3;7206.69;0;8648.03;EUR
CMD-005707;C2024-005707;CLI-00724;SIT-00898;COM-0033;Téléphone;2024-05-30;2024-06-08;2024-06-18;livrée;1;48.24;0;57.89;EUR
CMD-005708;C2024-005708;CLI-01222;;COM-0022;Appel d’offres;2024-05-30;2024-06-07;2024-06-09;livrée;1;-284.48;0;-341.38;EUR
CMD-005709;C2024-005709;CLI-00052;SIT-00061;COM-0008;Appel d’offres;2024-05-30;2024-06-13;2024-06-22;livrée;3;9152.02;0;10982.42;EUR
CMD-005710;C2024-005710;CLI-01634;SIT-02055;COM-0035;Partenaire;2024-05-30;2024-06-11;2024-06-23;livrée;4;479.66;0;575.59;EUR
CMD-005711;C2024-005711;CLI-01042;;COM-0057;Téléphone;2024-05-30;2024-06-02;2024-06-02;livrée;4;18483.67;0;22180.4;EUR
CMD-005712;C2024-005712;CLI-02420;SIT-03046;COM-0017;Agence;2024-05-30;2024-06-07;2024-05-18;livrée;3;696.24;0;835.49;EUR
CMD-005713;C2024-005713;CLI-00014;SIT-00014;COM-0001;Partenaire;2024-05-30;2024-06-10;2024-06-21;livrée;4;1557.41;10;1868.89;EUR
CMD-005714;C2024-005714;CLI-00187;SIT-00236;COM-0044;Appel d’offres;2024-05-30;2024-06-14;2024-06-23;livrée;3;2887.23;0;3464.68;EUR
CMD-005715;C2024-005715;CLI-00721;SIT-00894;COM-0002;Agence;2024-05-30;2024-06-12;2024-06-22;livrée;2;157.11;0;188.53;EUR
CMD-005716;C2024-005716;CLI-00304;SIT-00369;COM-0006;Partenaire;2024-05-30;2024-06-11;2024-06-15;Annulee;2;944.56;0;1133.47;EUR
CMD-005717;C2024-005717;CLI-00053;SIT-00064;COM-0001;Web;2024-05-30;2024-06-03;2024-06-07;livrée;3;16229.72;0;19475.66;EUR
CMD-005718;C2024-005718;CLI-00906;;COM-0001;Web;2024-05-30;2024-06-06;2024-06-08;livrée;5;3857.1;0;4628.52;EUR
CMD-005719;C2024-005719;CLI-01597;SIT-02007;COM-0008;Agence;2024-05-30;2024-06-11;2024-06-22;livrée;5;1102.98;10;1323.58;EUR
CMD-005720;C2024-005720;CLI-00364;SIT-00443;COM-0056;Téléphone;2024-05-30;2024-06-02;2024-06-08;livrée;3;2891.04;0;3469.25;EUR
CMD-005721;C2024-005721;CLI-00420;SIT-00510;COM-0023;Partenaire;2024-05-30;2024-06-10;2024-06-13;livrée;2;708.27;0;849.92;EUR
CMD-005722;C2024-005722;CLI-02270;SIT-02860;COM-0042;Téléphone;2024-05-30;2024-06-14;;annulée;2;8617.1;0;10340.52;EUR
CMD-005723;C2024-005723;CLI-00737;;COM-0044;Téléphone;2024-05-30;2024-06-05;2024-06-09;LIVREE;2;2734.6;10;3281.52;EUR
CMD-005724;C2024-005724;CLI-01169;SIT-01461;COM-0020;Partenaire;2024-05-30;2024-06-04;2024-06-02;livrée;1;2195.8;2;2634.96;EUR
CMD-005725;C2024-005725;CLI-01478;SIT-01858;COM-0041;Web;2024-05-30;2024-06-09;2024-06-17;livrée;2;173.87;0;208.64;EUR
CMD-005726;C2024-005726;CLI-01880;;COM-0012;Téléphone;2024-05-30;2024-06-14;2024-06-12;livrée;2;435.07;0;522.08;EUR
CMD-005727;C2024-005727;CLI-02182;;COM-0011;Agence;30/05/2024;2024-06-13;2024-06-23;livrée;1;4.6;0;5.52;EUR
CMD-005728;C2024-005728;CLI-00312;;COM-0049;Web;2024-05-30;2024-06-06;2024-06-06;livrée;1;818.94;0;982.73;EUR
CMD-005729;C2024-005729;CLI-02136;SIT-02686;COM-0016;Partenaire;2024-05-30;2024-06-08;;annulée;2;643.63;0;772.36;EUR
CMD-005730;C2024-005730;CLI-00536;SIT-00653;COM-0046;Agence;2024-05-30;2024-06-05;2024-06-05;en cours;3;3579.1;0;4294.92;EUR
CMD-005731;C2024-005731;CLI-00739;;COM-0036;Partenaire;2024-05-30;2024-06-08;2024-06-17;livrée;1;125.2;0;150.24;EUR
CMD-005732;C2024-005732;CLI-02065;;COM-0050;Agence;2024-05-30;2024-06-08;2024-06-10;LIVREE;1;119.84;0;143.81;EUR
CMD-005733;C2024-005733;CLI-00922;SIT-01141;COM-0002;Partenaire;2024-05-31;2024-06-07;2024-06-14;livrée;2;422.8;0;507.36;EUR
CMD-005734;C2024-005734;CLI-01585;SIT-01992;COM-0011;Agence;2024-05-31;2024-06-07;2024-06-13;livrée;2;2543.46;5;3052.15;EUR
CMD-005735;C2024-005735;CLI-02003;SIT-02502;COM-0002;Téléphone;2024-05-31;2024-06-04;2024-06-09;livrée;3;6656.2;10;7987.44;EUR
CMD-005736;C2024-005736;CLI-01871;SIT-02341;COM-0044;Téléphone;2024-05-31;2024-06-06;2024-06-06;livrée;2;327.85;0;393.42;EUR
CMD-005737;C2024-005737;CLI-01184;SIT-01483;COM-0058;Téléphone;2024-05-31;2024-06-08;2024-06-18;livrée;5;15036.8;10;18044.16;EUR
CMD-005738;C2024-005738;CLI-01529;;COM-0058;Agence;2024-05-31;2024-06-06;2024-06-05;livrée;3;592.06;0;710.47;EUR
CMD-005739;C2024-005739;CLI-00896;SIT-01107;COM-0060;Téléphone;2024-05-31;2024-06-04;2024-06-04;livrée;1;2913.3;0;3495.96;EUR
CMD-005740;C2024-005740;CLI-02280;;COM-0024;Appel d’offres;2024-05-31;2024-06-03;;annulée;5;12297.39;0;14756.87;EUR
CMD-005741;C2024-005741;CLI-02254;SIT-02844;COM-0003;Appel d’offres;2024-05-31;2024-06-11;2024-06-18;livrée;4;348.35;0;418.02;EUR
CMD-005742;C2024-005742;CLI-02164;;COM-0057;Appel d’offres;2024-05-31;2024-06-06;2024-06-11;livrée;1;2475.2;0;2970.24;EUR
CMD-005743;C2024-005743;CLI-01411;SIT-01773;COM-0043;Agence;2024-05-31;2024-06-10;2024-06-08;livrée;4;1068.5;0;1282.2;EUR
CMD-005744;C2024-005744;CLI-00538;;COM-0014;Agence;2024-05-31;2024-06-09;2024-06-20;livrée;2;719.94;0;863.93;EUR
CMD-005745;C2024-005745;CLI-02343;SIT-02938;COM-0045;Téléphone;2024-05-31;2024-06-07;2024-06-08;livrée;2;10600.76;10;12720.91;EUR
CMD-005746;C2024-005746;CLI-02459;;COM-0014;Web;2024-05-31;2024-06-11;2024-06-17;livrée;1;449.9;0;539.88;EUR
CMD-005747;C2024-005747;CLI-00521;SIT-00639;COM-0023;Web;2024-05-31;2024-06-15;2024-06-20;livrée;3;6839.5;0;8207.4;EUR
CMD-005748;C2024-005748;CLI-02333;;COM-0032;Agence;2024-05-31;2024-06-12;2024-06-15;livrée;1;21.13;0;25.36;EUR
CMD-005749;C2024-005749;CLI-00718;SIT-00892;COM-0037;Partenaire;2024-05-31;2024-06-12;2024-06-11;livrée;2;562.2;0;674.64;EUR
CMD-005750;C2024-005750;CLI-00972;SIT-01210;COM-0014;Agence;2024-05-31;2024-06-03;2024-06-10;livrée;1;6461.44;0;7753.73;EUR
CMD-005751;C2024-005751;CLI-00968;SIT-01204;COM-0032;Téléphone;2024-05-31;2024-06-14;2024-06-13;livrée;3;5538.44;0;6646.13;EUR
CMD-005752;C2024-005752;CLI-01395;SIT-01758;COM-0033;Partenaire;2024-05-31;2024-06-11;2024-06-22;livrée;3;1436.92;0;1724.3;EUR
CMD-005753;C2024-005753;CLI-00633;SIT-00772;COM-0047;Agence;2024-05-31;2024-06-03;2024-06-04;livrée;1;5226.6;0;6271.92;EUR
CMD-005754;C2024-005754;CLI-00174;;COM-0005;Appel d’offres;2024-05-31;2024-06-14;2024-06-17;livrée;2;537.23;0;644.68;EUR
CMD-005755;C2024-005755;CLI-01662;;COM-0019;Partenaire;2024-05-31;2024-06-04;2024-06-04;livrée;4;1855.21;0;2226.25;EUR
CMD-005756;C2024-005756;CLI-00814;SIT-01002;COM-0033;Partenaire;2024-05-31;2024-06-03;2024-06-02;livrée;2;705.09;0;846.11;EUR
CMD-005757;C2024-005757;CLI-01306;SIT-01635;COM-0028;Téléphone;2024-05-31;2024-06-10;;annulée;3;718.87;0;862.64;EUR
CMD-005758;C2024-005758;CLI-01238;SIT-01544;COM-0007;Téléphone;2024-05-31;2024-06-06;2024-06-17;livrée;2;10865.11;0;13038.13;EUR
CMD-005759;C2024-005759;CLI-02323;SIT-02913;COM-0049;Web;2024-05-31;2024-06-09;2024-06-08;livrée;4;1521.97;0;1826.36;EUR
CMD-005760;C2024-005760;CLI-02256;SIT-02848;COM-0052;Web;31/05/2024;2024-06-03;2024-06-02;livrée;1;1058.85;10;1270.62;EUR
CMD-005761;C2024-005761;CLI-01492;SIT-01877;COM-0046;Agence;2024-05-31;2024-06-11;2024-06-14;livrée;3;3083.75;0;3700.5;EUR
CMD-005762;C2024-005762;CLI-01310;SIT-01641;COM-0028;Web;2024-05-31;2024-06-06;2024-06-12;livrée;3;2127.54;0;2553.05;EUR
CMD-005763;C2024-005763;CLI-00555;SIT-00680;COM-0060;Appel d’offres;2024-05-31;2024-06-07;2024-06-08;livrée;2;4511.13;2;5413.36;EUR
CMD-005764;C2024-005764;CLI-02126;;COM-0012;Agence;2024-05-31;2024-06-07;2024-06-14;livrée;1;29.02;0;34.82;EUR
CMD-005765;C2024-005765;CLI-01761;SIT-02216;COM-0013;Téléphone;2024-05-31;2024-06-10;2024-06-09;livrée;1;17.88;0;21.46;EUR
CMD-005766;C2024-005766;CLI-01381;SIT-01737;COM-0021;Téléphone;2024-06-01;2024-06-12;2024-06-19;livrée;2;7339.82;0;8807.78;EUR
CMD-005767;C2024-005767;CLI-00939;SIT-01157;COM-0052;Web;2024-06-01;2024-06-15;2024-06-18;livrée;3;12214.15;0;14656.98;EUR
CMD-005768;C2024-005768;CLI-00597;;COM-0001;Web;2024-06-01;2024-06-07;2024-06-14;livrée;1;89.98;0;107.98;EUR
CMD-005769;C2024-005769;CLI-99378;;COM-0001;Web;2024-06-01;2024-06-15;2024-06-25;livrée;1;72.9;2;87.48;EUR
CMD-005770;C2024-005770;CLI-00307;SIT-00376;COM-0025;Web;2024-06-01;2024-06-07;2024-06-09;livrée;1;0;0;0;EUR
CMD-005771;C2024-005771;CLI-01472;SIT-01851;COM-0020;Partenaire;2024-06-01;2024-06-13;2024-06-20;livrée;3;316.73;10;380.08;EUR
CMD-005772;C2024-005772;CLI-01978;SIT-02469;COM-0015;Agence;2024-06-02;2024-06-08;2024-06-12;livrée;1;280.98;0;337.18;EUR
CMD-005773;C2024-005773;CLI-02466;SIT-03105;COM-0020;Agence;2024-06-02;2024-06-17;2024-06-24;livrée;2;1085.75;0;1302.9;EUR
CMD-005774;C2024-005774;CLI-01294;;COM-0059;Partenaire;2024-06-02;2024-06-06;2024-06-05;livrée;1;62.65;0;75.18;EUR
CMD-005775;C2024-005775;CLI-01085;;COM-0033;Agence;2024-06-02;2024-06-10;2024-06-19;livrée;5;31376.86;0;37652.23;EUR
CMD-005776;C2024-005776;CLI-01250;;COM-0022;Appel d’offres;2024-06-02;2024-06-07;2024-06-19;livrée;1;1056.96;5;1268.35;EUR
CMD-005777;C2024-005777;CLI-02145;SIT-02700;COM-0036;Agence;2024-06-02;2024-06-06;2024-06-16;livrée;4;3979.96;5;4775.95;EUR
CMD-005778;C2024-005778;CLI-00701;SIT-00866;COM-0037;Partenaire;2024-06-02;2024-06-15;2024-06-18;livrée;3;4491.86;0;5390.23;EUR
CMD-005779;C2024-005779;CLI-01527;SIT-01928;COM-0028;Web;2024-06-02;2024-06-05;2024-06-14;livrée;5;6340.48;0;7608.58;EUR
CMD-005780;C2024-005780;CLI-00208;SIT-00266;COM-0025;Web;2024-06-03;2024-06-08;2024-06-14;livrée;2;2500.34;0;3000.41;EUR
CMD-005781;C2024-005781;CLI-00634;SIT-00776;COM-0003;Partenaire;2024-06-03;2024-06-08;2024-06-06;livrée;1;12.39;0;14.87;EUR
CMD-005782;C2024-005782;CLI-01156;SIT-01438;COM-0058;Appel d’offres;2024-06-03;2024-06-10;2024-06-12;livrée;2;168;5;201.6;EUR
CMD-005783;C2024-005783;CLI-00381;SIT-00467;COM-0056;Agence;2024-06-03;2024-06-08;2024-06-18;livrée;3;283.92;0;340.7;EUR
CMD-005784;C2024-005784;CLI-01409;SIT-01771;COM-0014;Téléphone;2024-06-03;2024-06-14;2024-06-13;livrée;3;608.52;0;730.22;EUR
CMD-005785;C2024-005785;CLI-01078;;COM-0016;Appel d’offres;2024-06-03;2024-06-18;2024-06-25;livrée;2;495.85;0;595.02;EUR
CMD-005786;C2024-005786;CLI-00376;SIT-00458;COM-0027;Web;2024-06-03;2024-06-10;2024-06-20;livrée;3;1066.38;0;1279.66;EUR
CMD-005787;C2024-005787;CLI-01424;SIT-01787;COM-0022;Téléphone;2024-06-03;2024-06-16;2024-06-23;livrée;2;3717.25;0;4460.7;EUR
CMD-005788;C2024-005788;CLI-01812;SIT-02267;COM-0006;Web;2024-06-03;2024-06-10;2024-06-21;livrée;3;1385.36;10;1662.43;EUR
CMD-005789;C2024-005789;CLI-02447;SIT-03083;COM-0016;Agence;2024-06-03;2024-06-07;2024-06-14;livrée;3;289.58;0;347.5;EUR
CMD-005790;C2024-005790;CLI-01351;SIT-01701;COM-0011;Téléphone;2024-06-03;2024-06-14;2024-06-20;livrée;1;323.03;0;387.64;EUR
CMD-005791;C2024-005791;CLI-00358;;COM-0042;Partenaire;2024-06-03;2024-06-12;2024-06-17;livrée;1;767.41;0;920.89;EUR
CMD-005792;C2024-005792;CLI-00230;SIT-00294;COM-0030;Appel d’offres;2024-06-03;2024-06-06;2024-06-13;livrée;2;6944.87;0;8333.84;EUR
CMD-005793;C2024-005793;CLI-01865;SIT-02329;COM-0058;Partenaire;2024-06-03;2024-06-12;;annulée;1;243.67;0;292.4;EUR
CMD-005794;C2024-005794;CLI-00232;SIT-00296;COM-0025;Téléphone;2024-06-03;2024-06-11;2024-06-22;livrée;3;19755.35;0;23706.42;EUR
CMD-005795;C2024-005795;CLI-00095;SIT-00108;COM-0042;Téléphone;2024-06-03;2024-06-17;2024-06-17;livrée;2;1710.38;0;2052.46;EUR
CMD-005796;C2024-005796;CLI-99153;SIT-00917;COM-0018;Agence;2024-06-03;2024-06-18;2024-06-16;livrée;2;9420.74;0;11304.89;EUR
CMD-005797;C2024-005797;CLI-01035;SIT-01286;COM-0016;Téléphone;2024-06-03;2024-06-15;2024-06-20;livrée;6;1140.6;0;1368.72;EUR
CMD-005798;C2024-005798;CLI-00495;;COM-0047;Téléphone;2024-06-03;2024-06-15;2024-06-18;livrée;4;1760.4;0;2112.48;EUR
CMD-005799;C2024-005799;CLI-02211;SIT-02794;COM-0008;Partenaire;2024-06-03;2024-06-18;2024-06-28;livrée;4;8590.47;0;10308.56;EUR
CMD-005800;C2024-005800;CLI-01435;;COM-0057;Téléphone;2024-06-03;2024-06-12;2024-06-19;livrée;3;34060.51;0;40872.61;EUR
CMD-005801;C2024-005801;CLI-02088;SIT-02623;COM-0011;Appel d’offres;2024-06-04;2024-06-07;2024-06-16;livrée;6;995.49;5;1194.59;EUR
CMD-005802;C2024-005802;CLI-00800;SIT-00984;COM-0042;Appel d’offres;2024-06-04;2024-06-08;2024-06-17;livrée;2;2055.86;0;2467.03;EUR
CMD-005803;C2024-005803;CLI-00766;;COM-0049;Téléphone;2024-06-04;2024-06-18;2024-06-20;livrée;5;2612.71;0;3135.25;EUR
CMD-005804;C2024-005804;CLI-01295;;COM-0025;Appel d’offres;2024-06-04;2024-06-07;2024-06-09;livrée;3;2888.95;0;3466.74;EUR
CMD-005805;C2024-005805;CLI-01487;SIT-01871;COM-0010;Web;2024-06-04;2024-06-07;;annulée;1;898.02;0;1077.62;EUR
CMD-005806;C2024-005806;CLI-02306;SIT-02897;COM-0011;Agence;2024-06-04;2024-06-13;2024-06-13;livrée;4;727.88;0;873.46;EUR
CMD-005807;C2024-005807;CLI-01781;SIT-02238;COM-0052;Partenaire;2024-06-04;2024-06-14;2024-06-15;livrée;5;6614.09;0;7936.91;EUR
CMD-005808;C2024-005808;CLI-00454;SIT-00550;COM-0012;Partenaire;2024-06-04;2024-06-08;2024-06-15;livrée;3;1278.34;0;1534.01;EUR
CMD-005809;C2024-005809;CLI-01365;SIT-01717;COM-0044;Appel d’offres;2024-06-04;2024-06-10;2024-06-19;livrée;2;165.6;0;198.72;EUR
CMD-005810;C2024-005810;CLI-00236;SIT-00298;COM-0053;Partenaire;2024-06-04;2024-06-10;2024-06-18;livrée;2;473.13;5;567.76;EUR
CMD-005811;C2024-005811;CLI-00810;SIT-00996;COM-0007;Agence;2024-06-04;2024-06-10;2024-06-18;Annulee;3;9671.28;0;11605.54;EUR
CMD-005812;C2024-005812;CLI-00460;SIT-00558;COM-0018;Appel d’offres;2024-06-04;2024-06-19;2024-06-20;livrée;1;67.47;0;80.96;EUR
