id_releve;id_site;horodatage;energie_kwh;puissance_max_kw;temperature_c;qualite_mesure
REL-0008126;SIT-00001;2026-08-17 06:00:00;49.16;83.2;21.2;valide
REL-0008127;SIT-00001;2026-08-17 07:00:00;51.95;113.7;22.3;valide
REL-0008128;SIT-00001;2026-08-17 08:00:00;88.41;155.7;23.3;valide
REL-0008129;SIT-00001;2026-08-17 09:00:00;94.52;187.4;24;valide
REL-0008130;SIT-00001;2026-08-17 10:00:00;87.16;125.2;25.1;estimée
REL-0008131;SIT-00001;2026-08-17 11:00:00;94.03;163.1;24.9;valide
REL-0008132;SIT-00001;2026-08-17 12:00:00;74.5;144.2;23.2;valide
REL-0008133;SIT-00001;2026-08-17 13:00:00;77.35;109.2;24.2;valide
REL-0008134;SIT-00001;2026-08-17 14:00:00;95.69;140.5;24;valide
REL-0008135;SIT-00001;2026-08-17 15:00:00;95.61;192.9;21.3;valide
REL-0008136;SIT-00001;2026-08-17 16:00:00;92.39;195.8;22.1;valide
REL-0008137;SIT-00001;2026-08-17 17:00:00;88.29;132.8;21.1;valide
REL-0008138;SIT-00001;2026-08-17 18:00:00;50.12;99.2;21.1;valide
REL-0008139;SIT-00001;2026-08-17 19:00:00;52.17;99.7;19.2;valide
REL-0008140;SIT-00001;2026-08-17 20:00:00;53.02;104.1;17.6;valide
REL-0008141;SIT-00001;2026-08-17 21:00:00;26.71;43.9;15.6;valide
REL-0008142;SIT-00001;2026-08-17 22:00:00;27.74;57.7;17;valide
REL-0008143;SIT-00001;2026-08-17 23:00:00;25.3;47.3;17.6;valide
REL-0008144;SIT-00001;2026-08-18 00:00:00;20.11;31;17.8;valide
REL-0008145;SIT-00001;2026-08-18 01:00:00;20.16;32.6;16.6;valide
REL-0008146;SIT-00001;2026-08-18 02:00:00;21.59;32.1;15.3;valide
REL-0008147;SIT-00001;2026-08-18 03:00:00;19.49;39;16.4;valide
REL-0008148;SIT-00001;2026-08-18 04:00:00;20.38;34.5;19.5;valide
REL-0008149;SIT-00001;2026-08-18 05:00:00;20.83;40.6;18.5;valide
REL-0008150;SIT-00001;2026-08-18 06:00:00;51.07;86.5;20.2;valide
REL-0008151;SIT-00001;2026-08-18 07:00:00;46.87;93.2;20.8;valide
REL-0008152;SIT-00001;2026-08-18 08:00:00;87.89;162.9;20.5;valide
REL-0008153;SIT-00001;2026-08-18 09:00:00;93.56;142.6;24.6;valide
REL-0008154;SIT-00001;2026-08-18 10:00:00;97.3;168.3;22.5;valide
REL-0008155;SIT-00001;2026-08-18 11:00:00;96.95;143.5;25.6;valide
REL-0008156;SIT-00001;2026-08-18 12:00:00;81.76;167;23.3;valide
REL-0008157;SIT-00001;2026-08-18 13:00:00;72.26;111.2;26.7;valide
REL-0008158;SIT-00001;2026-08-18 14:00:00;97.46;212.4;23.3;valide
REL-0008159;SIT-00001;2026-08-18 15:00:00;96.48;149.2;23.3;valide
REL-0008160;SIT-00001;2026-08-18 16:00:00;93.67;190.7;23.2;valide
REL-0008161;SIT-00001;2026-08-18 17:00:00;84.27;133.6;22;estimée
REL-0008162;SIT-00001;2026-08-18 18:00:00;52.49;96.6;19.9;valide
REL-0008163;SIT-00001;2026-08-18 19:00:00;52.38;107.8;20.9;valide
REL-0008164;SIT-00001;2026-08-18 20:00:00;57.31;83.3;18.6;valide
REL-0008165;SIT-00001;2026-08-18 21:00:00;25.24;41.2;17.8;valide
REL-0008166;SIT-00001;2026-08-18 22:00:00;25.47;41.8;16.1;valide
REL-0008167;SIT-00001;2026-08-18 23:00:00;28.96;63.1;16.7;valide
REL-0008168;SIT-00001;2026-08-19 00:00:00;21.46;45.6;15.4;valide
REL-0008169;SIT-00001;2026-08-19 01:00:00;19.83;40.7;17.4;valide
REL-0008170;SIT-00001;2026-08-19 02:00:00;20.19;34.3;18.5;valide
REL-0008171;SIT-00001;2026-08-19 03:00:00;20.05;38.2;17.4;valide
REL-0008172;SIT-00001;2026-08-19 04:00:00;20.68;43.6;20.2;valide
REL-0008173;SIT-00001;2026-08-19 05:00:00;20.51;30.3;16.9;valide
REL-0008174;SIT-00001;2026-08-19 06:00:00;47.59;68.5;19.8;valide
REL-0008175;SIT-00001;2026-08-19 07:00:00;47.44;78.3;21.4;valide
REL-0008176;SIT-00001;2026-08-19 08:00:00;88.38;153.3;20.8;valide
REL-0008177;SIT-00001;2026-08-19 09:00:00;88.19;190.8;22.1;valide
REL-0008178;SIT-00001;2026-08-19 10:00:00;87.26;128.2;24.3;valide
REL-0008179;SIT-00001;2026-08-19 11:00:00;92.2;198.6;23.1;valide
REL-0008180;SIT-00001;2026-08-19 12:00:00;82.23;155.6;24.9;valide
REL-0008181;SIT-00001;2026-08-19 13:00:00;77.65;121;23.2;valide
REL-0008182;SIT-00001;2026-08-19 14:00:00;89.5;131;22.8;valide
REL-0008183;SIT-00001;2026-08-19 15:00:00;89.21;177.6;22.2;valide
REL-0008184;SIT-00001;2026-08-19 16:00:00;85.42;136.4;19.7;valide
REL-0008185;SIT-00001;2026-08-19 17:00:00;97.3;145.9;21.3;valide
REL-0008186;SIT-00001;2026-08-19 18:00:00;56.71;107.2;20.1;valide
REL-0008187;SIT-00001;2026-08-19 19:00:00;58.97;88.7;19.2;valide
REL-0008188;SIT-00001;2026-08-19 20:00:00;56.94;115.5;17.2;valide
REL-0008189;SIT-00001;2026-08-19 21:00:00;28.93;60.6;18.2;valide
REL-0008190;SIT-00001;2026-08-19 22:00:00;25.29;37.7;17.2;valide
REL-0008191;SIT-00001;2026-08-19 23:00:00;28.38;44.7;14.6;valide
REL-0008192;SIT-00001;2026-08-20 00:00:00;20.44;32.9;19.2;valide
REL-0008193;SIT-00001;2026-08-20 01:00:00;20.51;40;18.6;valide
REL-0008194;SIT-00001;2026-08-20 02:00:00;21.19;34.8;15.3;valide
REL-0008195;SIT-00001;2026-08-20 03:00:00;18.65;39.1;18.7;valide
REL-0008196;SIT-00001;2026-08-20 04:00:00;19.9;30.2;18.2;valide
REL-0008197;SIT-00001;2026-08-20 05:00:00;18.71;35;17;valide
REL-0008198;SIT-00001;2026-08-20 06:00:00;47.16;78.6;20.9;valide
REL-0008199;SIT-00001;2026-08-20 07:00:00;46.91;66;22.7;valide
REL-0008200;SIT-00001;2026-08-20 08:00:00;96.76;185.8;23.1;valide
REL-0008201;SIT-00001;2026-08-20 09:00:00;97.87;159.6;22.9;valide
REL-0008202;SIT-00001;2026-08-20 10:00:00;87.73;138.1;24.3;valide
REL-0008203;SIT-00001;2026-08-20 11:00:00;96.62;137.4;26;valide
REL-0008204;SIT-00001;2026-08-20 12:00:00;78.89;158.3;23.6;valide
REL-0008205;SIT-00001;2026-08-20 13:00:00;82.12;117.4;22.5;valide
REL-0008206;SIT-00001;2026-08-20 14:00:00;86.43;126.4;21.5;valide
REL-0008207;SIT-00001;2026-08-20 15:00:00;86.82;142.4;22.6;valide
REL-0008208;SIT-00001;2026-08-20 16:00:00;94.45;182.3;21.9;valide
REL-0008209;SIT-00001;2026-08-20 17:00:00;87.45;181.7;21.3;valide
REL-0008210;SIT-00001;2026-08-20 18:00:00;52.35;111.1;21;valide
REL-0008211;SIT-00001;2026-08-20 19:00:00;58.4;97.6;18.8;valide
REL-0008212;SIT-00001;2026-08-20 20:00:00;52.28;98.8;19.1;valide
REL-0008213;SIT-00001;2026-08-20 21:00:00;28.41;45.8;17.4;valide
REL-0008214;SIT-00001;2026-08-20 22:00:00;29.29;64.1;17.6;valide
REL-0008215;SIT-00001;2026-08-20 23:00:00;28.85;43.1;15.7;valide
REL-0008216;SIT-00001;2026-08-21 00:00:00;19.13;30.1;18;valide
REL-0008217;SIT-00001;2026-08-21 01:00:00;20.02;38.6;15.2;valide
REL-0008218;SIT-00001;2026-08-21 02:00:00;20.12;30.4;15.4;estimée
REL-0008219;SIT-00001;2026-08-21 03:00:00;19.91;40.6;14.7;valide
REL-0008220;SIT-00001;2026-08-21 04:00:00;19.95;42.3;18.7;valide
REL-0008221;SIT-00001;2026-08-21 05:00:00;19.73;28.7;18.6;valide
REL-0008222;SIT-00001;2026-08-21 06:00:00;48.86;79.3;18.5;valide
REL-0008223;SIT-00001;2026-08-21 07:00:00;52.08;87.5;21.4;valide
REL-0008224;SIT-00001;2026-08-21 08:00:00;95.55;141.2;20.4;valide
REL-0008225;SIT-00001;2026-08-21 09:00:00;99.56;179.4;22.2;valide
REL-0008226;SIT-00001;2026-08-21 10:00:00;93;132;25.4;valide
REL-0008227;SIT-00001;2026-08-21 11:00:00;86.16;146.3;23.6;valide
REL-0008228;SIT-00001;2026-08-21 12:00:00;76.31;156;23;valide
REL-0008229;SIT-00001;2026-08-21 13:00:00;79.03;147.7;23.3;valide
REL-0008230;SIT-00001;2026-08-21 14:00:00;98.91;174.3;23.7;valide
REL-0008231;SIT-00001;2026-08-21 15:00:00;89.8;184.1;24.4;valide
REL-0008232;SIT-00001;2026-08-21 16:00:00;85.04;167.2;23.2;valide
REL-0008233;SIT-00001;2026-08-21 17:00:00;91.08;149.3;18.2;valide
REL-0008234;SIT-00001;2026-08-21 18:00:00;56.26;104.7;19.6;valide
REL-0008235;SIT-00001;2026-08-21 19:00:00;59.16;92.3;18.6;valide
REL-0008236;SIT-00001;2026-08-21 20:00:00;53.28;106.6;19.4;estimée
REL-0008237;SIT-00001;2026-08-21 21:00:00;27.81;59.7;16.7;valide
REL-0008238;SIT-00001;2026-08-21 22:00:00;25.48;39.2;14.3;valide
REL-0008239;SIT-00001;2026-08-21 23:00:00;29.18;50.9;16.3;valide
REL-0008240;SIT-00001;2026-08-22 00:00:00;8.05;17.5;18.1;valide
REL-0008241;SIT-00001;2026-08-22 01:00:00;7.59;13.2;16.5;valide
REL-0008242;SIT-00001;2026-08-22 02:00:00;8.45;15.1;17.6;valide
REL-0008243;SIT-00001;2026-08-22 03:00:00;7.72;16;16.8;valide
REL-0008244;SIT-00001;2026-08-22 04:00:00;7.53;15.6;16.7;valide
REL-0008245;SIT-00001;2026-08-22 05:00:00;8.58;15.3;18.2;valide
REL-0008246;SIT-00001;2026-08-22 06:00:00;20.79;34.8;21.4;valide
REL-0008247;SIT-00001;2026-08-22 07:00:00;21.06;42.4;19.4;valide
REL-0008248;SIT-00001;2026-08-22 08:00:00;38;74.7;21;valide
REL-0008249;SIT-00001;2026-08-22 09:00:00;38.95;73;23.9;valide
REL-0008250;SIT-00001;2026-08-22 10:00:00;37.1;57.2;20.1;valide
REL-0008251;SIT-00001;2026-08-22 11:00:00;39.8;77.6;23.6;valide
REL-0008252;SIT-00001;2026-08-22 12:00:00;32.65;50;23.5;valide
REL-0008253;SIT-00001;2026-08-22 13:00:00;31.28;64.5;22.1;valide
REL-0008254;SIT-00001;2026-08-22 14:00:00;35.02;51.1;24.1;valide
REL-0008255;SIT-00001;2026-08-22 15:00:00;36.44;58.9;22.2;valide
REL-0008256;SIT-00001;2026-08-22 16:00:00;37.41;79.5;22.9;valide
REL-0008257;SIT-00001;2026-08-22 17:00:00;35.16;51.8;21.2;valide
REL-0008258;SIT-00001;2026-08-22 18:00:00;20.97;42.1;19.4;valide
REL-0008259;SIT-00001;2026-08-22 19:00:00;22.34;32.8;21.1;valide
REL-0008260;SIT-00001;2026-08-22 20:00:00;23.74;36.9;18.4;valide
REL-0008261;SIT-00001;2026-08-22 21:00:00;11.21;24.2;16.4;valide
REL-0008262;SIT-00001;2026-08-22 22:00:00;11.51;24.4;15.3;valide
REL-0008263;SIT-00001;2026-08-22 23:00:00;11.46;24;15.4;valide
REL-0008264;SIT-00001;2026-08-23 00:00:00;8.11;12.9;16.1;valide
REL-0008265;SIT-00001;2026-08-23 01:00:00;8.61;18.4;17.1;valide
REL-0008266;SIT-00001;2026-08-23 02:00:00;8.8;12.9;14.8;valide
REL-0008267;SIT-00001;2026-08-23 03:00:00;8.3;17.6;16.3;valide
REL-0008268;SIT-00001;2026-08-23 04:00:00;7.69;11;18.5;valide
REL-0008269;SIT-00001;2026-08-23 05:00:00;8.63;17.4;19.5;valide
REL-0008270;SIT-00001;2026-08-23 06:00:00;20.24;39.1;19.1;valide
REL-0008271;SIT-00001;2026-08-23 07:00:00;21.37;33.1;20.2;valide
REL-0008272;SIT-00001;2026-08-23 08:00:00;36.44;58.5;21.1;valide
REL-0008273;SIT-00001;2026-08-23 09:00:00;35.8;74.9;22.2;valide
REL-0008274;SIT-00001;2026-08-23 10:00:00;38.4;80.2;24.8;valide
REL-0008275;SIT-00001;2026-08-23 11:00:00;38.56;54.7;23.3;valide
REL-0008276;SIT-00001;2026-08-23 11:00:00;38.56;54.7;23.3;valide
REL-0008277;SIT-00001;2026-08-23 12:00:00;34.05;62.9;23.6;valide
REL-0008278;SIT-00001;2026-08-23 13:00:00;32.78;55;25.3;valide
REL-0008279;SIT-00001;2026-08-23 14:00:00;39.45;72.8;22.4;valide
REL-0008280;SIT-00001;2026-08-23 15:00:00;35.94;74.4;21.4;valide
REL-0008281;SIT-00001;2026-08-23 16:00:00;34.4;66.9;20.5;valide
REL-0008282;SIT-00001;2026-08-23 17:00:00;39.07;74.8;22.3;valide
REL-0008283;SIT-00001;2026-08-23 18:00:00;21.45;41.4;20.8;valide
REL-0008284;SIT-00001;2026-08-23 19:00:00;23.73;50.8;18.5;valide
REL-0008285;SIT-00001;2026-08-23 20:00:00;21.8;31;16.9;valide
REL-0008286;SIT-00001;2026-08-23 21:00:00;10.47;21.6;14.7;valide
REL-0008287;SIT-00001;2026-08-23 22:00:00;11.13;18.2;18.3;valide
REL-0008288;SIT-00001;2026-08-23 23:00:00;10.65;19.7;14.4;valide
REL-0008289;SIT-00001;2026-08-24 00:00:00;20.3;35;16.2;valide
REL-0008290;SIT-00001;2026-08-24 01:00:00;20.23;39.4;16.9;valide
REL-0008291;SIT-00001;2026-08-24 02:00:00;20.99;33.9;16.3;valide
REL-0008292;SIT-00001;2026-08-24 03:00:00;19.28;41.7;18.1;valide
REL-0008293;SIT-00001;2026-08-24 04:00:00;20.42;43.9;17.1;valide
REL-0008294;SIT-00001;2026-08-24 05:00:00;21.8;30.6;18.5;valide
REL-0008295;SIT-00001;2026-08-24 06:00:00;51.41;77.4;18.8;valide
REL-0008296;SIT-00001;2026-08-24 07:00:00;47.79;102.1;21.4;valide
REL-0008297;SIT-00001;2026-08-24 08:00:00;98.05;139.5;22.4;valide
REL-0008298;SIT-00001;2026-08-24 09:00:00;96.77;146.1;23.7;valide
REL-0008299;SIT-00001;2026-08-24 10:00:00;90.49;170.4;21.3;valide
REL-0008300;SIT-00001;2026-08-24 11:00:00;88.05;174.3;24.7;estimée
REL-0008301;SIT-00001;2026-08-24 12:00:00;75.4;130.4;24.8;valide
REL-0008302;SIT-00001;2026-08-24 13:00:00;75.05;154.5;21.5;valide
REL-0008303;SIT-00001;2026-08-24 14:00:00;94.15;168.1;21.1;estimée
REL-0008304;SIT-00001;2026-08-24 15:00:00;98.9;199.1;22;valide
REL-0008305;SIT-00001;2026-08-24 16:00:00;95.41;180.8;21.5;valide
REL-0008306;SIT-00001;2026-08-24 17:00:00;93.22;147.5;20.3;valide
REL-0008307;SIT-00001;2026-08-24 18:00:00;55.7;103.1;20.1;valide
REL-0008308;SIT-00001;2026-08-24 19:00:00;57.28;102.2;19.3;valide
REL-0008309;SIT-00001;2026-08-24 20:00:00;55.67;90.2;17.7;valide
REL-0008310;SIT-00001;2026-08-24 21:00:00;29.08;53.9;17.6;valide
REL-0008311;SIT-00001;2026-08-24 22:00:00;28.75;57.7;15.9;valide
REL-0008312;SIT-00001;2026-08-24 23:00:00;29.63;47.6;16.1;valide
REL-0008313;SIT-00001;2026-08-25 00:00:00;20.07;37.5;14.1;valide
REL-0008314;SIT-00001;2026-08-25 01:00:00;20.65;36.7;16.5;valide
REL-0008315;SIT-00001;2026-08-25 02:00:00;19.33;36.4;15.6;valide
REL-0008316;SIT-00001;2026-08-25 03:00:00;22.03;35;15.2;valide
REL-0008317;SIT-00001;2026-08-25 04:00:00;19.5;30.4;17.9;valide
REL-0008318;SIT-00001;2026-08-25 05:00:00;20.69;29.6;19.7;valide
REL-0008319;SIT-00001;2026-08-25 06:00:00;55.68;98.8;19.7;valide
REL-0008320;SIT-00001;2026-08-25 08:00:00;89;174.4;21;valide
REL-0008321;SIT-00001;2026-08-25 09:00:00;99.02;190;21.2;valide
REL-0008322;SIT-00001;2026-08-25 10:00:00;87.15;131.2;24.2;estimée
REL-0008323;SIT-00001;2026-08-25 11:00:00;87.55;162.4;24;valide
REL-0008324;SIT-00001;2026-08-25 12:00:00;74.62;113.3;27;valide
REL-0008325;SIT-00001;2026-08-25 13:00:00;80.57;112.9;22.6;valide
REL-0008326;SIT-00001;2026-08-25 14:00:00;87.88;126.6;24.1;valide
REL-0008327;SIT-00001;2026-08-25 15:00:00;94.79;183.1;22;valide
REL-0008328;SIT-00001;2026-08-25 16:00:00;93.89;185.7;24;valide
REL-0008329;SIT-00001;2026-08-25 17:00:00;89.05;193.4;19.9;valide
REL-0008330;SIT-00001;2026-08-25 18:00:00;59.8;104.8;20.6;valide
REL-0008331;SIT-00001;2026-08-25 19:00:00;57.77;102.2;18.3;valide
REL-0008332;SIT-00001;2026-08-25 20:00:00;58.51;110.5;18;valide
REL-0008333;SIT-00001;2026-08-25 21:00:00;30.42;55.6;16.9;valide
REL-0008334;SIT-00001;2026-08-25 22:00:00;28.25;59.9;16.1;valide
REL-0008335;SIT-00001;2026-08-25 23:00:00;28.77;51.9;16.3;valide
REL-0008336;SIT-00001;2026-08-26 00:00:00;21.22;41.7;15.3;valide
REL-0008337;SIT-00001;2026-08-26 01:00:00;19.35;42.5;17.7;valide
REL-0008338;SIT-00001;2026-08-26 02:00:00;19.96;33.1;15.3;valide
REL-0008339;SIT-00001;2026-08-26 03:00:00;19.7;33.6;15.3;valide
REL-0008340;SIT-00001;2026-08-26 04:00:00;21.05;30.8;18.4;valide
REL-0008341;SIT-00001;2026-08-26 05:00:00;19.47;27.8;16.1;valide
REL-0008342;SIT-00001;2026-08-26 06:00:00;48.7;92.5;18.6;valide
REL-0008343;SIT-00001;2026-08-26 07:00:00;50.8;99.3;22.6;valide
REL-0008344;SIT-00001;2026-08-26 08:00:00;95.22;146.3;21.6;valide
REL-0008345;SIT-00001;2026-08-26 09:00:00;99.07;166.4;22.8;estimée
REL-0008346;SIT-00001;2026-08-26 10:00:00;92.77;154.5;23.7;valide
REL-0008347;SIT-00001;2026-08-26 11:00:00;94.38;180;23.3;valide
REL-0008348;SIT-00001;2026-08-26 12:00:00;80.16;145.6;22.4;valide
REL-0008349;SIT-00001;2026-08-26 13:00:00;82;147.4;24.5;valide
REL-0008350;SIT-00001;2026-08-26 14:00:00;90.85;140.2;21.4;valide
REL-0008351;SIT-00001;2026-08-26 15:00:00;88.33;144.5;19.7;valide
REL-0008352;SIT-00001;2026-08-26 16:00:00;98.38;145.6;20.8;valide
REL-0008353;SIT-00001;2026-08-26 17:00:00;93.11;171.6;22;valide
REL-0008354;SIT-00001;2026-08-26 18:00:00;53.97;116.7;20.7;valide
REL-0008355;SIT-00001;2026-08-26 19:00:00;54.82;86.3;19;valide
REL-0008356;SIT-00001;2026-08-26 20:00:00;58.48;127.7;15.9;valide
REL-0008357;SIT-00001;2026-08-26 21:00:00;28.88;43;16.6;valide
REL-0008358;SIT-00001;2026-08-26 22:00:00;28.07;58.8;14.7;valide
REL-0008359;SIT-00001;2026-08-26 23:00:00;26.31;45.5;16.5;valide
REL-0008360;SIT-00001;2026-08-27 00:00:00;20.54;43.5;14.1;valide
REL-0008361;SIT-00001;2026-08-27 01:00:00;21.12;36.8;16.9;valide
REL-0008362;SIT-00001;2026-08-27 02:00:00;21.63;42.6;15.1;valide
REL-0008363;SIT-00001;2026-08-27 03:00:00;22.43;42.5;15.3;valide
REL-0008364;SIT-00001;2026-08-27 04:00:00;22.45;46.7;18;valide
REL-0008365;SIT-00001;2026-08-27 05:00:00;19.41;32.9;17.7;valide
REL-0008366;SIT-00001;2026-08-27 06:00:00;49.15;97.4;20.7;valide
REL-0008367;SIT-00001;2026-08-27 07:00:00;55.29;102.8;20.9;valide
REL-0008368;SIT-00001;2026-08-27 08:00:00;97.79;148.3;21.8;valide
REL-0008369;SIT-00001;2026-08-27 09:00:00;97.38;195.7;24.1;valide
REL-0008370;SIT-00001;2026-08-27 10:00:00;94.47;164;23.5;valide
REL-0008371;SIT-00001;2026-08-27 11:00:00;99.73;196.5;24.4;valide
REL-0008372;SIT-00001;2026-08-27 12:00:00;78.71;158.9;24.4;valide
REL-0008373;SIT-00001;2026-08-27 13:00:00;74.46;125.1;23.6;valide
REL-0008374;SIT-00001;2026-08-27 14:00:00;101.11;164.1;25.1;valide
REL-0008375;SIT-00001;2026-08-27 15:00:00;97.52;143.8;22.9;valide
REL-0008376;SIT-00001;2026-08-27 16:00:00;98.99;175.6;21.4;valide
REL-0008377;SIT-00001;2026-08-27 17:00:00;95.09;156.5;21.2;valide
REL-0008378;SIT-00001;2026-08-27 18:00:00;55.35;117.5;18.6;valide
REL-0008379;SIT-00001;2026-08-27 19:00:00;52.91;102.3;17.9;valide
REL-0008380;SIT-00001;2026-08-27 20:00:00;55.63;86.3;16.7;valide
REL-0008381;SIT-00001;2026-08-27 21:00:00;26.39;47.2;14;valide
REL-0008382;SIT-00001;2026-08-27 22:00:00;27.06;58.5;16.8;valide
REL-0008383;SIT-00001;2026-08-27 23:00:00;28.14;60.3;14.5;valide
REL-0008384;SIT-00001;2026-08-28 00:00:00;19.38;33.2;17.4;valide
REL-0008385;SIT-00001;2026-08-28 01:00:00;20.46;29.5;14.3;valide
REL-0008386;SIT-00001;2026-08-28 02:00:00;22.05;34.1;14.6;valide
REL-0008387;SIT-00001;2026-08-28 03:00:00;21.93;35.6;16.2;valide
REL-0008388;SIT-00001;2026-08-28 04:00:00;19.52;37.2;17.8;valide
REL-0008389;SIT-00001;2026-08-28 05:00:00;20.53;38.9;17.6;valide
REL-0008390;SIT-00001;2026-08-28 06:00:00;53.34;103;19.2;valide
REL-0008391;SIT-00001;2026-08-28 07:00:00;49.56;93.7;20;valide
REL-0008392;SIT-00001;2026-08-28 08:00:00;93.87;136;21.7;valide
REL-0008393;SIT-00001;2026-08-28 09:00:00;98.13;190.8;20.4;valide
REL-0008394;SIT-00001;2026-08-28 10:00:00;91.42;187.8;22;valide
REL-0008395;SIT-00001;2026-08-28 11:00:00;96.53;206.8;24.8;valide
REL-0008396;SIT-00001;2026-08-28 12:00:00;86.48;133.3;21.2;valide
REL-0008397;SIT-00001;2026-08-28 13:00:00;86.41;128.7;24.1;valide
REL-0008398;SIT-00001;2026-08-28 14:00:00;89.78;159.7;22.7;valide
REL-0008399;SIT-00001;2026-08-28 15:00:00;101.19;202.6;22.3;valide
REL-0008400;SIT-00001;2026-08-28 16:00:00;94.26;183.9;19.3;valide
REL-0008401;SIT-00001;2026-08-28 17:00:00;102.71;153.2;19.8;valide
REL-0008402;SIT-00001;2026-08-28 18:00:00;54.99;118.3;19.9;valide
REL-0008403;SIT-00001;2026-08-28 19:00:00;55.83;105.5;18;valide
REL-0008404;SIT-00001;2026-08-28 20:00:00;59.55;114.3;18;valide
REL-0008405;SIT-00001;2026-08-28 21:00:00;30.03;54.7;15.8;valide
REL-0008406;SIT-00001;2026-08-28 22:00:00;30.81;59.8;15.3;valide
REL-0008407;SIT-00001;2026-08-28 23:00:00;27.45;54.3;15.3;valide
REL-0008408;SIT-00001;2026-08-29 00:00:00;8.12;14.3;12.7;valide
REL-0008409;SIT-00001;2026-08-29 01:00:00;7.96;16.4;15.9;valide
REL-0008410;SIT-00001;2026-08-29 02:00:00;8.6;13;14.4;valide
REL-0008411;SIT-00001;2026-08-29 03:00:00;8.71;14.7;16.9;valide
REL-0008412;SIT-00001;2026-08-29 04:00:00;8.63;15.1;15.3;valide
REL-0008413;SIT-00001;2026-08-29 05:00:00;8.07;14.7;20.4;valide
REL-0008414;SIT-00001;2026-08-29 06:00:00;20.77;32;20.3;valide
REL-0008415;SIT-00001;2026-08-29 07:00:00;19.73;31;20.5;valide
REL-0008416;SIT-00001;2026-08-29 08:00:00;39.15;75.2;21.8;valide
REL-0008417;SIT-00001;2026-08-29 09:00:00;36.34;62.5;21.7;valide
REL-0008418;SIT-00001;2026-08-29 10:00:00;40.28;69.1;22.5;valide
REL-0008419;SIT-00001;2026-08-29 11:00:00;40.95;64.2;23.9;valide
REL-0008420;SIT-00001;2026-08-29 12:00:00;33.2;49.4;22.5;valide
REL-0008421;SIT-00001;2026-08-29 13:00:00;33.92;61.1;23.2;valide
REL-0008422;SIT-00001;2026-08-29 14:00:00;36.41;52.3;21.4;valide
REL-0008423;SIT-00001;2026-08-29 15:00:00;35.44;62;21.5;valide
REL-0008424;SIT-00001;2026-08-29 16:00:00;41.26;87.5;21.1;valide
REL-0008425;SIT-00001;2026-08-29 17:00:00;37.91;57.5;21.1;valide
REL-0008426;SIT-00001;2026-08-29 18:00:00;24.26;39;19.7;valide
REL-0008427;SIT-00001;2026-08-29 19:00:00;23.46;34.2;18.9;estimée
REL-0008428;SIT-00001;2026-08-29 20:00:00;23.99;52.5;17.1;valide
REL-0008429;SIT-00001;2026-08-29 21:00:00;10.64;20.9;16.3;valide
REL-0008430;SIT-00001;2026-08-29 22:00:00;12.21;21.3;15.1;valide
REL-0008431;SIT-00001;2026-08-29 23:00:00;12.09;20;14.8;estimée
REL-0008432;SIT-00001;2026-08-30 00:00:00;8.52;15;15.4;valide
REL-0008433;SIT-00001;2026-08-30 01:00:00;7.98;16.7;12.7;valide
REL-0008434;SIT-00001;2026-08-30 02:00:00;8.14;17.3;16;valide
REL-0008435;SIT-00001;2026-08-30 03:00:00;8.9;16.8;15.9;valide
REL-0008436;SIT-00001;2026-08-30 04:00:00;8.91;18.8;16.5;valide
REL-0008437;SIT-00001;2026-08-30 05:00:00;8.71;15.9;17.3;valide
REL-0008438;SIT-00001;2026-08-30 06:00:00;22.86;44.8;20.5;valide
REL-0008439;SIT-00001;2026-08-30 07:00:00;22.77;38.5;19;valide
REL-0008440;SIT-00001;2026-08-30 08:00:00;38.01;81.1;22.2;valide
REL-0008441;SIT-00001;2026-08-30 09:00:00;40.97;82.6;22.8;valide
REL-0008442;SIT-00001;2026-08-30 10:00:00;39.43;62.7;22.9;valide
REL-0008443;SIT-00001;2026-08-30 11:00:00;36.75;64.6;22.4;valide
REL-0008444;SIT-00001;2026-08-30 12:00:00;33.55;47.2;23.2;valide
REL-0008445;SIT-00001;2026-08-30 13:00:00;30.76;45.4;22.9;valide
REL-0008446;SIT-00001;2026-08-30 14:00:00;41.36;83.8;20.3;valide
REL-0008447;SIT-00001;2026-08-30 15:00:00;39.92;68.7;22.7;valide
REL-0008448;SIT-00001;2026-08-30 16:00:00;40.55;84.8;22.2;valide
REL-0008449;SIT-00001;2026-08-30 17:00:00;36.46;62.1;19.9;valide
REL-0008450;SIT-00001;2026-08-30 18:00:00;24.89;35.5;19.1;valide
REL-0008451;SIT-00001;2026-08-30 19:00:00;21.55;36.7;17.6;valide
REL-0008452;SIT-00001;2026-08-30 20:00:00;24.18;34.4;18.5;valide
REL-0008453;SIT-00001;2026-08-30 21:00:00;11.31;21.9;14.7;valide
REL-0008454;SIT-00001;2026-08-30 22:00:00;11.05;17.1;15.1;valide
REL-0008455;SIT-00001;2026-08-30 23:00:00;12.19;26.4;14.8;valide
REL-0008456;SIT-00001;2026-08-31 00:00:00;22.82;42.3;13.9;valide
REL-0008457;SIT-00001;2026-08-31 01:00:00;20.73;40.4;14;valide
REL-0008458;SIT-00001;2026-08-31 02:00:00;20.01;29.3;16.6;valide
REL-0008459;SIT-00001;2026-08-31 03:00:00;22.33;36.8;14.6;valide
REL-0008460;SIT-00001;2026-08-31 04:00:00;21.08;34;17.1;valide
